,dist,gender,age,educ,race,faminc,marstat,newsint,approval_gov,ideo5,voted_gov
441440,39,Male,31,4-Year,White,80k - 100k,Single / Never Married,Some of the time,Strongly Disapprove,Moderate,[Democrat / Candidate 1]
441455,4,Female,30,Some College,Asian,120k - 150k,Married,Most of the time,Approve / Somewhat Approve,Conservative,[Democrat / Candidate 1]
441466,45,Female,35,Some College,Mixed,70k - 80k,Married,Some of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1]
441479,3,Male,21,2-Year,Black,30k - 40k,Single / Never Married,Some of the time,Disapprove / Somewhat Disapprove,Liberal,[Democrat / Candidate 1]
441540,30,Male,38,Some College,Hispanic,50k - 60k,Single / Never Married,Hardly at all,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1]
441555,4,Female,34,4-Year,White,120k - 150k,Married,Only now and then,Disapprove / Somewhat Disapprove,Moderate,[Democrat / Candidate 1]
441556,13,Male,57,Post-Grad,White,150k+,Married,Most of the time,Approve / Somewhat Approve,Very Liberal,[Democrat / Candidate 1]
441559,6,Female,55,High School Graduate,Hispanic,40k - 50k,Divorced,Most of the time,Disapprove / Somewhat Disapprove,Liberal,[Democrat / Candidate 1]
441573,13,Male,70,Post-Grad,White,Prefer not to say,Married,Most of the time,Strongly Approve,Very Liberal,[Democrat / Candidate 1]
441586,9,Female,46,4-Year,Black,150k+,Married,Some of the time,Strongly Disapprove,Moderate,[Democrat / Candidate 1]
441593,28,Male,53,4-Year,White,60k - 70k,Married,Most of the time,Strongly Approve,Very Liberal,[Democrat / Candidate 1]
441611,47,Male,38,Some College,White,80k - 100k,Married,Most of the time,Approve / Somewhat Approve,Very Liberal,[Democrat / Candidate 1]
441627,29,Male,71,High School Graduate,White,50k - 60k,Single / Never Married,Some of the time,Strongly Disapprove,Not Sure,[Democrat / Candidate 1]
441630,11,Male,75,Post-Grad,White,120k - 150k,Married,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2]
441672,51,Male,66,4-Year,White,20k - 30k,Single / Never Married,Only now and then,Disapprove / Somewhat Disapprove,Conservative,[Republican / Candidate 2]
441710,1,Male,57,2-Year,White,80k - 100k,Married,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2]
441715,30,Male,61,High School Graduate,Hispanic,30k - 40k,Single / Never Married,Some of the time,Strongly Approve,Very Liberal,[Democrat / Candidate 1]
441716,45,Female,26,2-Year,Mixed,150k+,Single / Never Married,Most of the time,Strongly Approve,Liberal,[Democrat / Candidate 1]
441719,14,Male,68,Post-Grad,White,150k+,Divorced,Most of the time,Strongly Approve,Liberal,[Democrat / Candidate 1]
441723,9,Male,59,High School Graduate,Hispanic,120k - 150k,Married,Most of the time,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1]
441725,10,Male,55,Some College,Hispanic,120k - 150k,Married,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2]
441736,2,Male,48,4-Year,White,150k+,Married,Most of the time,Strongly Approve,Very Liberal,[Democrat / Candidate 1]
441740,38,Male,82,4-Year,White,120k - 150k,Married,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2]
441742,30,Male,69,Post-Grad,White,150k+,Married,Most of the time,Disapprove / Somewhat Disapprove,Conservative,[Republican / Candidate 2]
441759,13,Male,72,Post-Grad,Other,Prefer not to say,Married,Most of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1]
441782,16,Male,81,4-Year,White,50k - 60k,Separated,Most of the time,Strongly Approve,Liberal,[Democrat / Candidate 1]
441795,20,Male,80,Some College,White,150k+,Married,Most of the time,Strongly Disapprove,Very Conservative,[Republican / Candidate 2]
441804,45,Male,59,4-Year,Black,120k - 150k,Divorced,Some of the time,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1]
441809,45,Female,71,High School Graduate,White,30k - 40k,Widowed,Most of the time,Strongly Approve,Very Liberal,[Democrat / Candidate 1]
441816,29,Male,48,Some College,Other,120k - 150k,Divorced,Most of the time,Strongly Approve,Moderate,[Democrat / Candidate 1]
441834,2,Male,76,Post-Grad,White,150k+,Married,Most of the time,Strongly Disapprove,Very Conservative,[Republican / Candidate 2]
441836,7,Male,82,4-Year,White,120k - 150k,Single / Never Married,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2]
441839,52,Male,79,Post-Grad,White,Prefer not to say,Married,Most of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1]
441844,23,Male,82,Some College,White,20k - 30k,Widowed,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2]
441883,50,Male,78,4-Year,White,80k - 100k,Married,Most of the time,Strongly Disapprove,Very Conservative,[Republican / Candidate 2]
441887,21,Male,73,Some College,White,50k - 60k,Married,Most of the time,Strongly Disapprove,Moderate,[Republican / Candidate 2]
441892,12,Male,48,4-Year,White,50k - 60k,Married,Most of the time,Approve / Somewhat Approve,Moderate,[Republican / Candidate 2]
441906,9,Male,75,Post-Grad,Other,Prefer not to say,Married,Most of the time,Approve / Somewhat Approve,Very Liberal,[Democrat / Candidate 1]
441909,8,Female,39,2-Year,White,30k - 40k,Married,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2]
441929,3,Male,75,4-Year,White,50k - 60k,Married,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2]
441930,50,Female,55,Post-Grad,White,150k+,Married,Most of the time,Disapprove / Somewhat Disapprove,Liberal,[Democrat / Candidate 1]
441942,14,Female,26,4-Year,Asian,Prefer not to say,Single / Never Married,Some of the time,Disapprove / Somewhat Disapprove,Conservative,Not Sure
441964,21,Female,36,2-Year,Hispanic,Less than 10k,Single / Never Married,Some of the time,Disapprove / Somewhat Disapprove,Liberal,[Democrat / Candidate 1]
441987,18,Male,79,4-Year,White,Prefer not to say,Married,Most of the time,Disapprove / Somewhat Disapprove,Very Conservative,[Republican / Candidate 2]
442035,11,Female,27,Post-Grad,Asian,150k+,Married,Most of the time,Approve / Somewhat Approve,Conservative,[Democrat / Candidate 1]
442038,2,Male,58,Post-Grad,White,150k+,Married,Most of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1]
442044,13,Male,65,Some College,Black,50k - 60k,Married,Most of the time,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1]
442065,19,Male,77,Some College,White,80k - 100k,Married,Most of the time,Strongly Approve,Moderate,[Democrat / Candidate 1]
442072,19,Female,28,No HS,White,10k - 20k,Domestic Partnership,Only now and then,Strongly Disapprove,Not Sure,[Democrat / Candidate 1]
442094,20,Male,38,2-Year,White,10k - 20k,Single / Never Married,Only now and then,Strongly Approve,Liberal,[Democrat / Candidate 1]
442125,45,Male,52,Post-Grad,White,150k+,Married,Most of the time,Strongly Disapprove,Moderate,[Republican / Candidate 2]
442151,40,Male,19,High School Graduate,Hispanic,150k+,Single / Never Married,Only now and then,Strongly Approve,Very Liberal,[Democrat / Candidate 1]
442168,21,Female,35,2-Year,Black,40k - 50k,Married,Only now and then,Disapprove / Somewhat Disapprove,Conservative,[Republican / Candidate 2]
442171,11,Male,57,High School Graduate,Hispanic,120k - 150k,Married,Most of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1]
442185,30,Female,50,Some College,Hispanic,120k - 150k,Married,Some of the time,Never Heard / Not Sure,Conservative,[Republican / Candidate 2]
442215,24,Female,36,4-Year,Hispanic,80k - 100k,Married,Some of the time,Strongly Approve,Moderate,[Democrat / Candidate 1]
442237,33,Male,40,High School Graduate,White,50k - 60k,Married,Don't Know,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1]
442239,17,Male,80,4-Year,White,70k - 80k,Married,Most of the time,Strongly Approve,Moderate,[Democrat / Candidate 1]
442240,42,Male,67,Some College,White,70k - 80k,Married,Most of the time,Strongly Disapprove,Moderate,[Republican / Candidate 2]
442241,52,Female,30,Post-Grad,Asian,120k - 150k,Married,Some of the time,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1]
442242,51,Female,28,4-Year,White,20k - 30k,Single / Never Married,Most of the time,Disapprove / Somewhat Disapprove,Liberal,[Democrat / Candidate 1]
442245,43,Male,68,2-Year,Black,60k - 70k,Married,Most of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1]
442255,1,Female,72,High School Graduate,White,20k - 30k,Widowed,Most of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1]
442268,32,Male,22,Some College,Asian,Prefer not to say,Single / Never Married,Some of the time,Never Heard / Not Sure,Moderate,[Democrat / Candidate 1]
442302,15,Female,56,High School Graduate,White,10k - 20k,Married,Only now and then,Strongly Disapprove,Conservative,[Republican / Candidate 2]
442326,38,Female,31,Post-Grad,Asian,50k - 60k,Single / Never Married,Most of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1]
442342,32,Female,66,No HS,White,30k - 40k,Divorced,Only now and then,Strongly Disapprove,Moderate,[Republican / Candidate 2]
442358,7,Female,63,High School Graduate,White,80k - 100k,Divorced,Most of the time,Approve / Somewhat Approve,Very Liberal,[Democrat / Candidate 1]
442443,4,Male,63,Some College,Hispanic,100k - 120k,Domestic Partnership,Most of the time,Strongly Approve,Very Liberal,[Democrat / Candidate 1]
442483,6,Female,55,Some College,Black,50k - 60k,Single / Never Married,Hardly at all,Never Heard / Not Sure,Conservative,[Democrat / Candidate 1]
442492,9,Female,38,High School Graduate,White,100k - 120k,Married,Most of the time,Approve / Somewhat Approve,Very Liberal,[Democrat / Candidate 1]
442526,24,Male,79,4-Year,White,80k - 100k,Married,Most of the time,Strongly Approve,Liberal,[Democrat / Candidate 1]
442533,36,Female,29,Some College,White,70k - 80k,Married,Some of the time,Strongly Approve,Liberal,[Democrat / Candidate 1]
442555,32,Female,52,High School Graduate,Black,20k - 30k,Domestic Partnership,Only now and then,Approve / Somewhat Approve,Very Liberal,[Democrat / Candidate 1]
442637,27,Female,23,4-Year,Asian,20k - 30k,Single / Never Married,Only now and then,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1]
442663,36,Male,56,2-Year,White,150k+,Single / Never Married,Some of the time,Approve / Somewhat Approve,Moderate,[Republican / Candidate 2]
442664,29,Female,45,4-Year,Hispanic,70k - 80k,Married,Most of the time,Approve / Somewhat Approve,Conservative,[Republican / Candidate 2]
442674,53,Female,29,Some College,White,50k - 60k,Married,Most of the time,Disapprove / Somewhat Disapprove,Moderate,[Democrat / Candidate 1]
442689,47,Female,28,2-Year,Hispanic,30k - 40k,Domestic Partnership,Most of the time,Strongly Approve,Very Liberal,[Democrat / Candidate 1]
442741,41,Female,32,4-Year,Black,70k - 80k,Married,Some of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1]
442746,19,Male,47,2-Year,Mixed,120k - 150k,Divorced,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2]
442749,8,Male,56,4-Year,White,70k - 80k,Married,Most of the time,Disapprove / Somewhat Disapprove,Moderate,[Republican / Candidate 2]
442752,52,Male,69,4-Year,White,120k - 150k,Single / Never Married,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2]
442762,33,Male,68,4-Year,White,150k+,Married,Most of the time,Strongly Approve,Moderate,[Democrat / Candidate 1]
442783,20,Male,80,4-Year,White,80k - 100k,Domestic Partnership,Most of the time,Strongly Approve,Very Liberal,[Democrat / Candidate 1]
442785,26,Male,39,Post-Grad,White,80k - 100k,Married,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2]
442788,3,Male,51,Post-Grad,White,120k - 150k,Married,Most of the time,Strongly Approve,Moderate,[Democrat / Candidate 1]
442790,11,Female,26,4-Year,White,Prefer not to say,Married,Some of the time,Never Heard / Not Sure,Conservative,[Republican / Candidate 2]
442801,1,Male,65,Post-Grad,White,120k - 150k,Married,Most of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1]
442815,53,Male,69,Post-Grad,White,70k - 80k,Married,Most of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1]
442819,37,Female,40,Some College,Black,60k - 70k,Single / Never Married,Most of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1]
442834,29,Male,47,4-Year,White,80k - 100k,Married,Most of the time,Approve / Somewhat Approve,Very Liberal,[Democrat / Candidate 1]
442844,3,Male,79,Post-Grad,White,120k - 150k,Married,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2]
442849,5,Male,69,Post-Grad,White,Prefer not to say,Married,Most of the time,Approve / Somewhat Approve,Very Liberal,[Democrat / Candidate 1]
442863,6,Male,68,Some College,White,70k - 80k,Married,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2]
442893,50,Female,28,2-Year,Mixed,60k - 70k,Domestic Partnership,Some of the time,Approve / Somewhat Approve,Very Liberal,[Democrat / Candidate 1]
442896,1,Male,75,Post-Grad,White,80k - 100k,Married,Most of the time,Strongly Disapprove,Not Sure,[Republican / Candidate 2]
442900,42,Male,78,4-Year,White,80k - 100k,Married,Most of the time,Strongly Disapprove,Very Conservative,[Republican / Candidate 2]
442913,2,Male,66,4-Year,White,150k+,Domestic Partnership,Most of the time,Strongly Approve,Liberal,[Democrat / Candidate 1]
442914,12,Female,33,Some College,Hispanic,20k - 30k,Single / Never Married,Some of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1]
442934,27,Male,84,Post-Grad,White,100k - 120k,Married,Most of the time,Disapprove / Somewhat Disapprove,Conservative,[Republican / Candidate 2]
442952,15,Male,74,Post-Grad,White,Prefer not to say,Married,Most of the time,Strongly Approve,Moderate,[Democrat / Candidate 1]
442953,3,Male,51,Post-Grad,White,150k+,Married,Most of the time,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1]
442964,6,Male,70,2-Year,White,30k - 40k,Single / Never Married,Most of the time,Strongly Disapprove,Moderate,[Republican / Candidate 2]
442966,5,Male,73,Post-Grad,White,120k - 150k,Married,Most of the time,Disapprove / Somewhat Disapprove,Conservative,[Republican / Candidate 2]
442973,47,Male,77,Some College,White,Prefer not to say,Married,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2]
442976,3,Male,79,Some College,White,60k - 70k,Married,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2]
442984,51,Male,57,High School Graduate,Mixed,10k - 20k,Single / Never Married,Most of the time,Disapprove / Somewhat Disapprove,Moderate,[Democrat / Candidate 1]
442987,26,Male,66,Some College,White,Prefer not to say,Married,Some of the time,Strongly Disapprove,Moderate,[Republican / Candidate 2]
442994,3,Male,49,Post-Grad,White,150k+,Married,Most of the time,Disapprove / Somewhat Disapprove,Moderate,[Republican / Candidate 2]
442995,1,Male,80,4-Year,Other,60k - 70k,Married,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2]
443013,19,Male,68,Post-Grad,White,100k - 120k,Married,Most of the time,Strongly Approve,Liberal,[Democrat / Candidate 1]
443015,52,Male,91,4-Year,White,20k - 30k,Widowed,Most of the time,Strongly Approve,Very Liberal,[Democrat / Candidate 1]
443023,11,Male,73,Post-Grad,White,Prefer not to say,Married,Most of the time,Strongly Approve,Liberal,[Democrat / Candidate 1]
443030,9,Male,81,Some College,White,100k - 120k,Married,Most of the time,Strongly Disapprove,Very Conservative,[Republican / Candidate 2]
443051,26,Male,77,4-Year,White,70k - 80k,Married,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2]
443058,48,Female,79,High School Graduate,White,30k - 40k,Widowed,Hardly at all,Strongly Disapprove,Very Conservative,[Republican / Candidate 2]
443062,5,Male,80,Post-Grad,White,80k - 100k,Separated,Most of the time,Strongly Approve,Very Liberal,[Democrat / Candidate 1]
443074,37,Male,77,Post-Grad,White,Prefer not to say,Married,Most of the time,Strongly Approve,Liberal,[Democrat / Candidate 1]
443091,8,Male,83,Some College,White,80k - 100k,Married,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2]
443093,3,Male,75,Post-Grad,White,60k - 70k,Married,Most of the time,Strongly Disapprove,Very Conservative,[Republican / Candidate 2]
443122,39,Female,50,4-Year,White,Prefer not to say,Married,Some of the time,Strongly Disapprove,Very Conservative,[Republican / Candidate 2]
443126,5,Male,68,2-Year,White,20k - 30k,Single / Never Married,Some of the time,Strongly Disapprove,Very Conservative,[Republican / Candidate 2]
443142,28,Male,31,Some College,Hispanic,Prefer not to say,Single / Never Married,Don't Know,Disapprove / Somewhat Disapprove,Very Liberal,[Democrat / Candidate 1]
443171,2,Male,82,4-Year,White,40k - 50k,Widowed,Most of the time,Disapprove / Somewhat Disapprove,Moderate,[Republican / Candidate 2]
443184,51,Female,29,4-Year,Hispanic,60k - 70k,Married,Only now and then,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1]
443185,30,Male,53,Some College,White,150k+,Married,Most of the time,Approve / Somewhat Approve,Very Liberal,[Democrat / Candidate 1]
443206,19,Male,56,Some College,White,100k - 120k,Married,Most of the time,Strongly Approve,Liberal,[Democrat / Candidate 1]
443209,33,Male,80,4-Year,White,150k+,Married,Most of the time,Strongly Approve,Liberal,[Democrat / Candidate 1]
443216,50,Female,56,High School Graduate,White,Prefer not to say,Married,Some of the time,Strongly Disapprove,Moderate,[Republican / Candidate 2]
443226,45,Male,75,Post-Grad,White,70k - 80k,Single / Never Married,Most of the time,Never Heard / Not Sure,Conservative,[Republican / Candidate 2]
443249,45,Male,61,4-Year,White,Prefer not to say,Married,Most of the time,Strongly Approve,Very Liberal,[Democrat / Candidate 1]
443263,5,Male,24,Some College,Asian,50k - 60k,Single / Never Married,Only now and then,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1]
443268,30,Male,75,Post-Grad,White,Prefer not to say,Married,Most of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1]
443283,31,Male,71,2-Year,White,150k+,Married,Most of the time,Strongly Approve,Liberal,[Democrat / Candidate 1]
443325,12,Male,82,4-Year,White,100k - 120k,Married,Most of the time,Strongly Approve,Liberal,[Democrat / Candidate 1]
443371,30,Female,30,4-Year,Hispanic,60k - 70k,Married,Only now and then,Disapprove / Somewhat Disapprove,Conservative,[Republican / Candidate 2]
443401,7,Male,53,Some College,Mixed,80k - 100k,Divorced,Most of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1]
443402,39,Female,30,Some College,Asian,150k+,Single / Never Married,Some of the time,Disapprove / Somewhat Disapprove,Moderate,[Democrat / Candidate 1]
443417,43,Female,43,4-Year,Black,60k - 70k,Married,Some of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1]
443420,34,Male,55,4-Year,Black,50k - 60k,Married,Some of the time,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1]
443437,14,Female,52,4-Year,Hispanic,100k - 120k,Married,Most of the time,Disapprove / Somewhat Disapprove,Conservative,[Republican / Candidate 2]
443462,50,Male,44,4-Year,White,100k - 120k,Married,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2]
443467,4,Male,81,Post-Grad,White,100k - 120k,Married,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2]
443469,14,Male,30,Post-Grad,Asian,120k - 150k,Single / Never Married,Some of the time,Disapprove / Somewhat Disapprove,Liberal,[Republican / Candidate 2]
443472,11,Male,27,2-Year,White,50k - 60k,Married,Some of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1]
443475,26,Female,19,Some College,Hispanic,40k - 50k,Single / Never Married,Don't Know,Never Heard / Not Sure,Not Sure,[Democrat / Candidate 1]
443499,9,Female,42,4-Year,Black,50k - 60k,Married,Some of the time,Never Heard / Not Sure,Liberal,[Democrat / Candidate 1]
443505,52,Male,53,High School Graduate,White,150k+,Single / Never Married,Most of the time,Strongly Disapprove,Very Conservative,[Republican / Candidate 2]
443521,15,Male,46,4-Year,White,150k+,Married,Most of the time,Never Heard / Not Sure,Moderate,[Democrat / Candidate 1]
443522,36,Male,44,4-Year,White,150k+,Married,Most of the time,Disapprove / Somewhat Disapprove,Conservative,[Republican / Candidate 2]
443541,15,Male,67,4-Year,White,80k - 100k,Single / Never Married,Some of the time,Strongly Disapprove,Moderate,[Republican / Candidate 2]
443551,49,Female,71,4-Year,Black,120k - 150k,Married,Only now and then,Strongly Approve,Moderate,[Democrat / Candidate 1]
443557,29,Male,48,4-Year,Hispanic,10k - 20k,Married,Some of the time,Strongly Approve,Moderate,[Democrat / Candidate 1]
443558,45,Male,59,4-Year,White,120k - 150k,Married,Most of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1]
443564,41,Female,34,2-Year,Hispanic,80k - 100k,Single / Never Married,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2]
443566,12,Male,77,Post-Grad,White,100k - 120k,Divorced,Most of the time,Strongly Approve,Very Liberal,[Democrat / Candidate 1]
443572,16,Male,69,Some College,White,80k - 100k,Married,Most of the time,Strongly Approve,Liberal,[Democrat / Candidate 1]
443583,18,Male,71,4-Year,White,70k - 80k,Widowed,Most of the time,Strongly Disapprove,Not Sure,[Republican / Candidate 2]
443590,12,Female,26,4-Year,White,60k - 70k,Single / Never Married,Some of the time,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1]
443593,7,Male,65,2-Year,White,70k - 80k,Divorced,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2]
443598,13,Male,51,Post-Grad,Hispanic,150k+,Married,Only now and then,Strongly Approve,Very Liberal,[Democrat / Candidate 1]
443601,30,Male,85,4-Year,White,70k - 80k,Married,Most of the time,Strongly Disapprove,Moderate,[Republican / Candidate 2]
443613,12,Male,73,High School Graduate,White,20k - 30k,Single / Never Married,Most of the time,Strongly Approve,Moderate,[Democrat / Candidate 1]
443615,41,Male,62,Post-Grad,White,70k - 80k,Single / Never Married,Most of the time,Strongly Disapprove,Moderate,[Republican / Candidate 2]
443617,25,Female,32,2-Year,Black,60k - 70k,Single / Never Married,Some of the time,Approve / Somewhat Approve,Moderate,[Republican / Candidate 2]
443622,1,Male,30,Some College,Mixed,10k - 20k,Divorced,Most of the time,Strongly Disapprove,Very Liberal,[Democrat / Candidate 1]
443623,15,Male,51,4-Year,White,150k+,Married,Most of the time,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1]
443626,41,Male,29,2-Year,Hispanic,20k - 30k,Married,Only now and then,Strongly Approve,Liberal,[Democrat / Candidate 1]
443632,52,Male,79,4-Year,White,50k - 60k,Single / Never Married,Most of the time,Strongly Approve,Very Liberal,[Democrat / Candidate 1]
443634,6,Male,57,2-Year,White,80k - 100k,Married,Some of the time,Approve / Somewhat Approve,Very Conservative,[Democrat / Candidate 1]
443638,51,Male,67,Some College,Hispanic,40k - 50k,Separated,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2]
443652,32,Female,57,Some College,White,60k - 70k,Single / Never Married,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2]
443669,23,Female,34,2-Year,Hispanic,60k - 70k,Married,Only now and then,Strongly Disapprove,Very Conservative,[Republican / Candidate 2]
443746,11,Male,31,Post-Grad,White,70k - 80k,Married,Most of the time,Strongly Approve,Very Liberal,[Democrat / Candidate 1]
443825,23,Male,71,4-Year,White,80k - 100k,Married,Most of the time,Strongly Approve,Liberal,[Democrat / Candidate 1]
443842,18,Male,65,High School Graduate,White,120k - 150k,Married,Most of the time,Strongly Disapprove,Very Conservative,[Republican / Candidate 2]
443869,42,Male,70,4-Year,White,50k - 60k,Married,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2]
443890,38,Female,76,High School Graduate,Native American,40k - 50k,Divorced,Most of the time,Disapprove / Somewhat Disapprove,Conservative,[Republican / Candidate 2]
443914,28,Female,28,4-Year,White,100k - 120k,Single / Never Married,Most of the time,Strongly Approve,Very Liberal,[Democrat / Candidate 1]
443932,2,Male,84,4-Year,White,70k - 80k,Married,Most of the time,Strongly Approve,Very Liberal,[Democrat / Candidate 1]
443938,12,Male,83,Post-Grad,White,150k+,Married,Most of the time,Strongly Approve,Moderate,[Democrat / Candidate 1]
443947,28,Male,70,4-Year,White,150k+,Married,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2]
443956,46,Male,31,2-Year,White,30k - 40k,Divorced,Only now and then,Strongly Disapprove,Liberal,[Democrat / Candidate 1]
443957,4,Male,68,4-Year,White,150k+,Married,Most of the time,Strongly Approve,Moderate,[Democrat / Candidate 1]
443968,1,Female,55,High School Graduate,White,80k - 100k,Married,Don't Know,Strongly Disapprove,Not Sure,[Republican / Candidate 2]
443975,18,Male,74,2-Year,White,50k - 60k,Married,Most of the time,Strongly Disapprove,Very Conservative,[Republican / Candidate 2]
443994,41,Male,57,4-Year,White,Prefer not to say,Divorced,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2]
443997,7,Male,78,Post-Grad,White,40k - 50k,Divorced,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2]
444004,32,Male,21,High School Graduate,Hispanic,30k - 40k,Single / Never Married,Some of the time,Disapprove / Somewhat Disapprove,Liberal,[Democrat / Candidate 1]
444057,43,Female,27,Some College,Native American,80k - 100k,Married,Only now and then,Strongly Disapprove,Very Conservative,[Republican / Candidate 2]
444063,36,Female,59,High School Graduate,White,70k - 80k,Married,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2]
444069,41,Female,73,4-Year,Black,100k - 120k,Widowed,Some of the time,Approve / Somewhat Approve,Conservative,[Democrat / Candidate 1]
444080,24,Male,76,High School Graduate,White,70k - 80k,Married,Most of the time,Strongly Disapprove,Very Conservative,[Republican / Candidate 2]
444081,13,Male,69,4-Year,White,40k - 50k,Married,Most of the time,Strongly Approve,Very Liberal,[Democrat / Candidate 1]
444107,23,Male,25,High School Graduate,White,Less than 10k,Single / Never Married,Most of the time,Approve / Somewhat Approve,Very Liberal,[Democrat / Candidate 1]
444119,51,Male,75,Post-Grad,White,30k - 40k,Divorced,Most of the time,Strongly Disapprove,Very Conservative,[Republican / Candidate 2]
444120,18,Female,42,4-Year,White,150k+,Married,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2]
444122,27,Male,30,4-Year,Asian,Prefer not to say,Single / Never Married,Only now and then,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1]
444131,39,Male,40,High School Graduate,White,40k - 50k,Divorced,Most of the time,Approve / Somewhat Approve,Conservative,[Democrat / Candidate 1]
444145,53,Male,34,4-Year,Hispanic,80k - 100k,Married,Most of the time,Strongly Approve,Liberal,[Democrat / Candidate 1]
444147,36,Female,57,High School Graduate,Mixed,60k - 70k,Married,Most of the time,Strongly Approve,Moderate,[Democrat / Candidate 1]
444185,6,Male,75,Some College,White,80k - 100k,Married,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2]
444212,11,Female,66,Some College,Black,40k - 50k,Widowed,Some of the time,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1]
444230,1,Male,78,Post-Grad,White,Prefer not to say,Married,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2]
444235,34,Male,51,Post-Grad,White,120k - 150k,Single / Never Married,Most of the time,Strongly Approve,Moderate,[Democrat / Candidate 1]
444237,2,Male,70,4-Year,White,60k - 70k,Married,Most of the time,Strongly Approve,Very Liberal,[Democrat / Candidate 1]
444249,13,Male,78,Post-Grad,White,50k - 60k,Married,Some of the time,Strongly Approve,Moderate,[Democrat / Candidate 1]
444251,33,Male,66,Post-Grad,White,Prefer not to say,Married,Most of the time,Strongly Approve,Liberal,[Democrat / Candidate 1]
444254,14,Male,65,4-Year,White,80k - 100k,Divorced,Most of the time,Strongly Approve,Very Liberal,[Democrat / Candidate 1]
444258,53,Male,68,Some College,Black,20k - 30k,Single / Never Married,Only now and then,Disapprove / Somewhat Disapprove,Very Liberal,[Democrat / Candidate 1]
