,dist,gender,age,educ,race,faminc,marstat,newsint,approval_gov,ideo5,voted_gov,voted_gov_num
2870,41,Male,52,High School Graduate,White,10k - 20k,Single / Never Married,Some of the time,Strongly Approve,Liberal,[Democrat / Candidate 1],0
2871,34,Male,33,High School Graduate,White,80k - 100k,Married,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2],1
2872,52,Male,41,Post-Grad,Asian,100k - 120k,Single / Never Married,Some of the time,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1],0
2873,14,Male,34,4-Year,Asian,150k+,Married,Only now and then,Disapprove / Somewhat Disapprove,Liberal,[Republican / Candidate 2],1
2874,47,Female,57,High School Graduate,White,30k - 40k,Divorced,Some of the time,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1],0
2875,1,Male,81,High School Graduate,White,30k - 40k,Widowed,Most of the time,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1],0
2877,20,Male,34,No HS,Hispanic,40k - 50k,Domestic Partnership,Most of the time,Strongly Disapprove,Very Conservative,[Republican / Candidate 2],1
2878,38,Male,66,High School Graduate,White,50k - 60k,Married,Most of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1],0
2879,45,Female,52,2-Year,Black,10k - 20k,Domestic Partnership,Some of the time,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1],0
2880,14,Male,38,4-Year,White,70k - 80k,Married,Some of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1],0
2881,6,Female,36,Post-Grad,Hispanic,120k - 150k,Divorced,Most of the time,Strongly Approve,Conservative,[Democrat / Candidate 1],0
2882,47,Female,33,4-Year,Hispanic,40k - 50k,Single / Never Married,Most of the time,Strongly Disapprove,Not Sure,[Democrat / Candidate 1],0
2883,44,Female,23,4-Year,Hispanic,40k - 50k,Single / Never Married,Only now and then,Approve / Somewhat Approve,Conservative,[Democrat / Candidate 1],0
2884,27,Male,36,4-Year,Asian,100k - 120k,Married,Some of the time,Strongly Disapprove,Moderate,[Democrat / Candidate 1],0
2885,53,Male,39,4-Year,White,150k+,Married,Some of the time,Disapprove / Somewhat Disapprove,Moderate,[Democrat / Candidate 1],0
2886,28,Female,48,4-Year,Black,80k - 100k,Single / Never Married,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2],1
2887,38,Male,61,High School Graduate,Hispanic,80k - 100k,Married,Most of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1],0
2888,35,Male,39,Post-Grad,Asian,120k - 150k,Married,Only now and then,Disapprove / Somewhat Disapprove,Moderate,[Democrat / Candidate 1],0
2889,49,Male,41,4-Year,Asian,100k - 120k,Married,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2],1
2890,34,Male,30,4-Year,White,50k - 60k,Single / Never Married,Some of the time,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1],0
2891,25,Female,60,High School Graduate,White,30k - 40k,Married,Some of the time,Disapprove / Somewhat Disapprove,Conservative,[Republican / Candidate 2],1
2892,17,Male,25,4-Year,Asian,100k - 120k,Married,Only now and then,Strongly Approve,Liberal,[Democrat / Candidate 1],0
2893,46,Male,31,Post-Grad,Asian,70k - 80k,Married,Some of the time,Strongly Approve,Liberal,[Democrat / Candidate 1],0
2894,43,Female,52,Some College,Black,10k - 20k,Single / Never Married,Most of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1],0
2895,46,Male,35,High School Graduate,White,80k - 100k,Single / Never Married,Some of the time,Strongly Approve,Liberal,[Democrat / Candidate 1],0
2896,29,Male,59,4-Year,White,20k - 30k,Single / Never Married,Most of the time,Disapprove / Somewhat Disapprove,Moderate,[Democrat / Candidate 1],0
2897,8,Female,46,High School Graduate,Black,20k - 30k,Single / Never Married,Some of the time,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1],0
2898,49,Female,62,4-Year,Hispanic,70k - 80k,Widowed,Some of the time,Disapprove / Somewhat Disapprove,Moderate,[Democrat / Candidate 1],0
2899,50,Female,29,High School Graduate,Asian,Less than 10k,Married,Some of the time,Approve / Somewhat Approve,Very Liberal,[Democrat / Candidate 1],0
2900,40,Female,36,Some College,Hispanic,80k - 100k,Married,Only now and then,Strongly Disapprove,Moderate,[Republican / Candidate 2],1
2901,39,Male,49,4-Year,White,30k - 40k,Married,Most of the time,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1],0
2902,14,Female,72,High School Graduate,White,120k - 150k,Married,Most of the time,Disapprove / Somewhat Disapprove,Conservative,[Republican / Candidate 2],1
2903,26,Male,44,No HS,White,150k+,Married,Most of the time,Strongly Disapprove,Moderate,[Republican / Candidate 2],1
2904,4,Female,63,High School Graduate,White,30k - 40k,Single / Never Married,Most of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1],0
2905,14,Female,77,High School Graduate,White,60k - 70k,Married,Some of the time,Strongly Approve,Liberal,[Democrat / Candidate 1],0
2906,43,Male,24,4-Year,Mixed,120k - 150k,Single / Never Married,Some of the time,Strongly Disapprove,Very Liberal,[Democrat / Candidate 1],0
2907,39,Male,36,Post-Grad,Asian,100k - 120k,Married,Some of the time,Never Heard / Not Sure,Moderate,[Democrat / Candidate 1],0
2908,12,Female,30,4-Year,White,100k - 120k,Married,Most of the time,Strongly Approve,Very Liberal,[Democrat / Candidate 1],0
2909,29,Male,48,Some College,Hispanic,150k+,Domestic Partnership,Most of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1],0
2910,26,Male,43,Post-Grad,Asian,150k+,Married,Some of the time,Approve / Somewhat Approve,Moderate,[Republican / Candidate 2],1
2911,7,Male,47,High School Graduate,White,Prefer not to say,Married,Some of the time,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1],0
2912,23,Male,27,2-Year,Hispanic,30k - 40k,Domestic Partnership,Some of the time,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1],0
2913,25,Male,59,4-Year,Black,120k - 150k,Divorced,Most of the time,Strongly Disapprove,Moderate,[Democrat / Candidate 1],0
2914,14,Female,71,High School Graduate,White,40k - 50k,Single / Never Married,Some of the time,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1],0
2915,50,Female,30,4-Year,White,40k - 50k,Domestic Partnership,Only now and then,Never Heard / Not Sure,Liberal,[Democrat / Candidate 1],0
2916,50,Male,67,Some College,Black,120k - 150k,Domestic Partnership,Most of the time,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1],0
2917,7,Female,41,4-Year,Hispanic,80k - 100k,Married,Some of the time,Disapprove / Somewhat Disapprove,Conservative,[Republican / Candidate 2],1
2918,2,Male,42,High School Graduate,White,100k - 120k,Married,Some of the time,Disapprove / Somewhat Disapprove,Moderate,[Democrat / Candidate 1],0
2919,8,Male,49,High School Graduate,White,20k - 30k,Married,Most of the time,Approve / Somewhat Approve,Very Conservative,[Republican / Candidate 2],1
2920,11,Male,30,4-Year,White,150k+,Married,Only now and then,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1],0
2921,53,Male,33,2-Year,White,80k - 100k,Married,Some of the time,Disapprove / Somewhat Disapprove,Moderate,[Democrat / Candidate 1],0
2922,6,Male,48,4-Year,Asian,150k+,Married,Some of the time,Approve / Somewhat Approve,Conservative,[Democrat / Candidate 1],0
2923,46,Female,51,High School Graduate,Hispanic,60k - 70k,Divorced,Some of the time,Disapprove / Somewhat Disapprove,Moderate,[Democrat / Candidate 1],0
2924,5,Male,59,4-Year,Mixed,Prefer not to say,Divorced,Most of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1],0
2925,5,Female,73,Some College,White,30k - 40k,Divorced,Most of the time,Strongly Disapprove,Moderate,[Republican / Candidate 2],1
2926,29,Female,43,Some College,Black,50k - 60k,Single / Never Married,Some of the time,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1],0
2927,52,Female,75,High School Graduate,White,50k - 60k,Widowed,Most of the time,Strongly Disapprove,Very Conservative,[Republican / Candidate 2],1
2928,11,Male,56,Post-Grad,White,150k+,Married,Most of the time,Strongly Approve,Liberal,[Democrat / Candidate 1],0
2929,37,Female,31,Post-Grad,Hispanic,80k - 100k,Married,Most of the time,Disapprove / Somewhat Disapprove,Very Liberal,[Democrat / Candidate 1],0
2930,21,Male,33,Some College,White,20k - 30k,Single / Never Married,Some of the time,Disapprove / Somewhat Disapprove,Liberal,[Democrat / Candidate 1],0
2931,12,Female,61,4-Year,White,70k - 80k,Divorced,Most of the time,Strongly Approve,Liberal,[Democrat / Candidate 1],0
2932,3,Female,53,4-Year,Black,150k+,Married,Some of the time,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1],0
2933,17,Male,43,Post-Grad,White,100k - 120k,Married,Some of the time,Disapprove / Somewhat Disapprove,Moderate,[Republican / Candidate 2],1
2934,11,Male,73,4-Year,White,100k - 120k,Widowed,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2],1
2935,5,Male,66,4-Year,White,100k - 120k,Domestic Partnership,Most of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1],0
2936,42,Male,82,Post-Grad,White,70k - 80k,Married,Most of the time,Never Heard / Not Sure,Very Conservative,[Republican / Candidate 2],1
2937,2,Female,61,Post-Grad,Asian,150k+,Married,Most of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1],0
2938,3,Male,76,Post-Grad,White,40k - 50k,Married,Most of the time,Strongly Approve,Moderate,[Democrat / Candidate 1],0
2939,53,Female,34,4-Year,White,70k - 80k,Divorced,Some of the time,Strongly Disapprove,Moderate,[Republican / Candidate 2],1
2940,29,Female,46,Some College,Hispanic,50k - 60k,Married,Hardly at all,Never Heard / Not Sure,Liberal,[Democrat / Candidate 1],0
2941,52,Female,67,4-Year,White,60k - 70k,Divorced,Most of the time,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1],0
2942,39,Male,47,2-Year,Asian,40k - 50k,Married,Only now and then,Strongly Disapprove,Moderate,[Republican / Candidate 2],1
2943,30,Female,73,Some College,White,20k - 30k,Divorced,Most of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1],0
2944,4,Female,61,Some College,White,80k - 100k,Widowed,Most of the time,Strongly Approve,Very Liberal,[Democrat / Candidate 1],0
2945,52,Female,53,Post-Grad,White,80k - 100k,Married,Most of the time,Approve / Somewhat Approve,Conservative,[Democrat / Candidate 1],0
2946,13,Female,67,Some College,White,120k - 150k,Married,Most of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1],0
2947,24,Male,56,Post-Grad,White,100k - 120k,Divorced,Most of the time,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1],0
2948,8,Female,57,4-Year,White,30k - 40k,Divorced,Some of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1],0
2949,50,Female,49,Some College,White,80k - 100k,Domestic Partnership,Most of the time,Disapprove / Somewhat Disapprove,Very Conservative,[Republican / Candidate 2],1
2950,52,Female,55,2-Year,Asian,80k - 100k,Single / Never Married,Most of the time,Strongly Approve,Very Liberal,[Democrat / Candidate 1],0
2951,8,Female,82,Post-Grad,White,80k - 100k,Married,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2],1
2952,47,Female,57,Post-Grad,White,70k - 80k,Widowed,Most of the time,Strongly Disapprove,Very Conservative,[Republican / Candidate 2],1
2953,12,Female,34,Post-Grad,Asian,80k - 100k,Married,Only now and then,Strongly Disapprove,Not Sure,[Democrat / Candidate 1],0
2954,43,Male,64,Post-Grad,Middle Eastern,150k+,Married,Most of the time,Strongly Approve,Moderate,[Democrat / Candidate 1],0
2955,8,Female,64,2-Year,White,50k - 60k,Married,Most of the time,Approve / Somewhat Approve,Very Conservative,[Republican / Candidate 2],1
2956,3,Female,48,4-Year,White,80k - 100k,Married,Only now and then,Strongly Disapprove,Conservative,[Republican / Candidate 2],1
2957,20,Female,58,4-Year,White,Prefer not to say,Married,Most of the time,Strongly Approve,Liberal,[Democrat / Candidate 1],0
2958,52,Male,27,4-Year,White,70k - 80k,Domestic Partnership,Most of the time,Strongly Approve,Moderate,[Democrat / Candidate 1],0
2959,27,Male,61,Post-Grad,White,120k - 150k,Married,Some of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2],1
2960,5,Female,48,Some College,White,20k - 30k,Single / Never Married,Only now and then,Strongly Approve,Very Liberal,[Democrat / Candidate 1],0
2961,52,Female,44,2-Year,White,50k - 60k,Divorced,Most of the time,Strongly Disapprove,Moderate,[Republican / Candidate 2],1
2962,38,Female,21,Some College,Hispanic,Less than 10k,Single / Never Married,Don't Know,Never Heard / Not Sure,Not Sure,[Democrat / Candidate 1],0
2963,39,Female,70,Post-Grad,White,80k - 100k,Married,Most of the time,Strongly Approve,Very Liberal,[Democrat / Candidate 1],0
2964,20,Female,37,4-Year,White,Prefer not to say,Married,Some of the time,Never Heard / Not Sure,Liberal,[Democrat / Candidate 1],0
2965,30,Female,70,4-Year,White,30k - 40k,Divorced,Most of the time,Strongly Approve,Moderate,[Democrat / Candidate 1],0
2966,25,Male,59,2-Year,White,150k+,Married,Most of the time,Strongly Disapprove,Very Conservative,[Republican / Candidate 2],1
2967,10,Male,61,Post-Grad,White,70k - 80k,Married,Some of the time,Strongly Disapprove,Very Conservative,[Republican / Candidate 2],1
2968,41,Male,42,4-Year,Black,80k - 100k,Single / Never Married,Some of the time,Disapprove / Somewhat Disapprove,Moderate,[Republican / Candidate 2],1
2969,27,Female,42,4-Year,Hispanic,80k - 100k,Single / Never Married,Most of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1],0
2970,31,Male,52,High School Graduate,Hispanic,10k - 20k,Single / Never Married,Some of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1],0
2971,8,Male,49,4-Year,White,100k - 120k,Divorced,Hardly at all,Never Heard / Not Sure,Not Sure,[Democrat / Candidate 1],0
2972,49,Male,60,4-Year,Hispanic,100k - 120k,Divorced,Most of the time,Disapprove / Somewhat Disapprove,Moderate,[Democrat / Candidate 1],0
2973,32,Male,20,Some College,Hispanic,20k - 30k,Single / Never Married,Some of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2],1
2974,45,Male,50,4-Year,White,150k+,Married,Most of the time,Approve / Somewhat Approve,Conservative,[Republican / Candidate 2],1
2975,50,Female,77,4-Year,White,30k - 40k,Divorced,Some of the time,Disapprove / Somewhat Disapprove,Conservative,[Republican / Candidate 2],1
2976,45,Female,56,Some College,White,Prefer not to say,Divorced,Most of the time,Strongly Disapprove,Moderate,[Republican / Candidate 2],1
2977,15,Female,31,Post-Grad,White,Prefer not to say,Single / Never Married,Only now and then,Never Heard / Not Sure,Liberal,[Democrat / Candidate 1],0
2979,28,Female,41,4-Year,Hispanic,40k - 50k,Married,Some of the time,Strongly Disapprove,Not Sure,[Democrat / Candidate 1],0
2980,19,Female,50,4-Year,White,120k - 150k,Married,Most of the time,Strongly Approve,Very Liberal,[Democrat / Candidate 1],0
2981,34,Male,37,4-Year,White,30k - 40k,Single / Never Married,Most of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1],0
2982,22,Female,70,2-Year,White,20k - 30k,Widowed,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2],1
2983,2,Male,56,4-Year,White,150k+,Married,Most of the time,Strongly Approve,Moderate,[Democrat / Candidate 1],0
2984,4,Male,47,Some College,White,150k+,Married,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2],1
2985,1,Female,56,High School Graduate,White,60k - 70k,Divorced,Some of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2],1
2986,24,Female,74,High School Graduate,White,120k - 150k,Married,Some of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1],0
2987,39,Male,58,Post-Grad,White,120k - 150k,Married,Most of the time,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1],0
2988,50,Female,78,Some College,White,40k - 50k,Divorced,Most of the time,Strongly Disapprove,Moderate,[Republican / Candidate 2],1
2989,37,Female,30,4-Year,White,70k - 80k,Domestic Partnership,Hardly at all,Never Heard / Not Sure,Very Liberal,[Democrat / Candidate 1],0
2990,45,Female,66,4-Year,Asian,30k - 40k,Divorced,Hardly at all,Approve / Somewhat Approve,Not Sure,[Democrat / Candidate 1],0
2991,6,Male,46,4-Year,Hispanic,70k - 80k,Domestic Partnership,Most of the time,Strongly Approve,Moderate,[Democrat / Candidate 1],0
2992,13,Male,43,Post-Grad,Asian,40k - 50k,Single / Never Married,Most of the time,Approve / Somewhat Approve,Very Liberal,[Democrat / Candidate 1],0
2993,36,Male,56,4-Year,White,60k - 70k,Married,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2],1
2994,36,Male,59,Post-Grad,White,120k - 150k,Married,Some of the time,Strongly Disapprove,Very Conservative,[Republican / Candidate 2],1
2995,11,Male,52,Some College,Hispanic,100k - 120k,Single / Never Married,Most of the time,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1],0
2997,53,Male,74,Post-Grad,Black,150k+,Married,Most of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1],0
2998,10,Female,75,Some College,White,60k - 70k,Married,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2],1
2999,29,Female,39,High School Graduate,Hispanic,30k - 40k,Domestic Partnership,Only now and then,Strongly Disapprove,Moderate,[Republican / Candidate 2],1
3000,27,Female,43,Post-Grad,White,30k - 40k,Single / Never Married,Most of the time,Disapprove / Somewhat Disapprove,Very Liberal,[Democrat / Candidate 1],0
3001,50,Female,66,2-Year,White,70k - 80k,Married,Some of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2],1
3002,44,Female,32,Some College,Hispanic,30k - 40k,Married,Most of the time,Strongly Approve,Moderate,[Democrat / Candidate 1],0
3003,12,Male,53,4-Year,Black,30k - 40k,Widowed,Most of the time,Approve / Somewhat Approve,Very Liberal,[Democrat / Candidate 1],0
3005,5,Female,60,Some College,White,80k - 100k,Married,Only now and then,Never Heard / Not Sure,Moderate,[Republican / Candidate 2],1
3006,43,Male,59,Some College,White,80k - 100k,Married,Some of the time,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1],0
3007,22,Male,37,Post-Grad,Asian,150k+,Married,Most of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1],0
3008,48,Female,19,High School Graduate,White,70k - 80k,Single / Never Married,Most of the time,Strongly Approve,Liberal,[Democrat / Candidate 1],0
3009,34,Female,59,2-Year,Black,60k - 70k,Single / Never Married,Some of the time,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1],0
3010,25,Female,72,High School Graduate,White,80k - 100k,Widowed,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2],1
3011,31,Male,36,Post-Grad,Hispanic,100k - 120k,Single / Never Married,Most of the time,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1],0
3012,3,Female,61,2-Year,Native American,30k - 40k,Married,Some of the time,Strongly Disapprove,Very Conservative,[Republican / Candidate 2],1
3013,39,Female,40,4-Year,White,60k - 70k,Married,Some of the time,Disapprove / Somewhat Disapprove,Moderate,[Democrat / Candidate 1],0
3014,6,Male,33,High School Graduate,Black,50k - 60k,Separated,Only now and then,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1],0
3015,41,Male,57,Post-Grad,Black,150k+,Married,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2],1
3016,33,Female,65,Some College,White,80k - 100k,Widowed,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2],1
3017,37,Female,57,4-Year,Black,20k - 30k,Single / Never Married,Some of the time,Approve / Somewhat Approve,Conservative,[Democrat / Candidate 1],0
3018,19,Female,66,High School Graduate,White,10k - 20k,Divorced,Only now and then,Strongly Approve,Moderate,[Democrat / Candidate 1],0
3019,49,Female,43,4-Year,Hispanic,100k - 120k,Married,Most of the time,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1],0
3020,6,Female,69,4-Year,White,150k+,Domestic Partnership,Only now and then,Strongly Approve,Liberal,[Democrat / Candidate 1],0
3021,12,Male,38,Post-Grad,Asian,50k - 60k,Single / Never Married,Most of the time,Strongly Approve,Moderate,[Democrat / Candidate 1],0
3022,10,Male,41,4-Year,White,120k - 150k,Married,Most of the time,Strongly Approve,Moderate,[Democrat / Candidate 1],0
3023,20,Female,59,High School Graduate,White,120k - 150k,Domestic Partnership,Some of the time,Disapprove / Somewhat Disapprove,Very Conservative,[Republican / Candidate 2],1
3024,27,Male,26,2-Year,Asian,40k - 50k,Single / Never Married,Some of the time,Strongly Approve,Liberal,[Democrat / Candidate 1],0
3025,19,Male,37,Post-Grad,Asian,150k+,Single / Never Married,Only now and then,Strongly Disapprove,Liberal,[Democrat / Candidate 1],0
3026,16,Female,63,High School Graduate,White,120k - 150k,Married,Most of the time,Strongly Disapprove,Very Conservative,[Republican / Candidate 2],1
3027,25,Female,45,Some College,Hispanic,100k - 120k,Married,Some of the time,Strongly Disapprove,Moderate,[Republican / Candidate 2],1
3028,26,Male,32,4-Year,White,100k - 120k,Single / Never Married,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2],1
3029,37,Male,38,Some College,White,100k - 120k,Married,Most of the time,Strongly Approve,Very Conservative,[Republican / Candidate 2],1
3030,39,Male,31,4-Year,White,80k - 100k,Single / Never Married,Some of the time,Strongly Disapprove,Moderate,[Democrat / Candidate 1],0
3031,4,Female,30,Some College,Asian,120k - 150k,Married,Most of the time,Approve / Somewhat Approve,Conservative,[Democrat / Candidate 1],0
3032,45,Female,35,Some College,Mixed,70k - 80k,Married,Some of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1],0
3033,3,Male,21,2-Year,Black,30k - 40k,Single / Never Married,Some of the time,Disapprove / Somewhat Disapprove,Liberal,[Democrat / Candidate 1],0
3034,30,Male,38,Some College,Hispanic,50k - 60k,Single / Never Married,Hardly at all,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1],0
3035,4,Female,34,4-Year,White,120k - 150k,Married,Only now and then,Disapprove / Somewhat Disapprove,Moderate,[Democrat / Candidate 1],0
3036,13,Male,57,Post-Grad,White,150k+,Married,Most of the time,Approve / Somewhat Approve,Very Liberal,[Democrat / Candidate 1],0
3037,6,Female,55,High School Graduate,Hispanic,40k - 50k,Divorced,Most of the time,Disapprove / Somewhat Disapprove,Liberal,[Democrat / Candidate 1],0
3038,13,Male,70,Post-Grad,White,Prefer not to say,Married,Most of the time,Strongly Approve,Very Liberal,[Democrat / Candidate 1],0
3039,9,Female,46,4-Year,Black,150k+,Married,Some of the time,Strongly Disapprove,Moderate,[Democrat / Candidate 1],0
3040,28,Male,53,4-Year,White,60k - 70k,Married,Most of the time,Strongly Approve,Very Liberal,[Democrat / Candidate 1],0
3041,47,Male,38,Some College,White,80k - 100k,Married,Most of the time,Approve / Somewhat Approve,Very Liberal,[Democrat / Candidate 1],0
3042,29,Male,71,High School Graduate,White,50k - 60k,Single / Never Married,Some of the time,Strongly Disapprove,Not Sure,[Democrat / Candidate 1],0
3043,11,Male,75,Post-Grad,White,120k - 150k,Married,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2],1
3044,51,Male,66,4-Year,White,20k - 30k,Single / Never Married,Only now and then,Disapprove / Somewhat Disapprove,Conservative,[Republican / Candidate 2],1
3045,1,Male,57,2-Year,White,80k - 100k,Married,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2],1
3046,30,Male,61,High School Graduate,Hispanic,30k - 40k,Single / Never Married,Some of the time,Strongly Approve,Very Liberal,[Democrat / Candidate 1],0
3047,45,Female,26,2-Year,Mixed,150k+,Single / Never Married,Most of the time,Strongly Approve,Liberal,[Democrat / Candidate 1],0
3048,14,Male,68,Post-Grad,White,150k+,Divorced,Most of the time,Strongly Approve,Liberal,[Democrat / Candidate 1],0
3049,9,Male,59,High School Graduate,Hispanic,120k - 150k,Married,Most of the time,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1],0
3050,10,Male,55,Some College,Hispanic,120k - 150k,Married,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2],1
3051,2,Male,48,4-Year,White,150k+,Married,Most of the time,Strongly Approve,Very Liberal,[Democrat / Candidate 1],0
3052,38,Male,82,4-Year,White,120k - 150k,Married,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2],1
3053,30,Male,69,Post-Grad,White,150k+,Married,Most of the time,Disapprove / Somewhat Disapprove,Conservative,[Republican / Candidate 2],1
3054,13,Male,72,Post-Grad,Other,Prefer not to say,Married,Most of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1],0
3055,16,Male,81,4-Year,White,50k - 60k,Separated,Most of the time,Strongly Approve,Liberal,[Democrat / Candidate 1],0
3056,20,Male,80,Some College,White,150k+,Married,Most of the time,Strongly Disapprove,Very Conservative,[Republican / Candidate 2],1
3057,45,Male,59,4-Year,Black,120k - 150k,Divorced,Some of the time,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1],0
3058,45,Female,71,High School Graduate,White,30k - 40k,Widowed,Most of the time,Strongly Approve,Very Liberal,[Democrat / Candidate 1],0
3059,29,Male,48,Some College,Other,120k - 150k,Divorced,Most of the time,Strongly Approve,Moderate,[Democrat / Candidate 1],0
3060,2,Male,76,Post-Grad,White,150k+,Married,Most of the time,Strongly Disapprove,Very Conservative,[Republican / Candidate 2],1
3061,7,Male,82,4-Year,White,120k - 150k,Single / Never Married,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2],1
3062,52,Male,79,Post-Grad,White,Prefer not to say,Married,Most of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1],0
3063,23,Male,82,Some College,White,20k - 30k,Widowed,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2],1
3064,50,Male,78,4-Year,White,80k - 100k,Married,Most of the time,Strongly Disapprove,Very Conservative,[Republican / Candidate 2],1
3065,21,Male,73,Some College,White,50k - 60k,Married,Most of the time,Strongly Disapprove,Moderate,[Republican / Candidate 2],1
3066,12,Male,48,4-Year,White,50k - 60k,Married,Most of the time,Approve / Somewhat Approve,Moderate,[Republican / Candidate 2],1
3067,9,Male,75,Post-Grad,Other,Prefer not to say,Married,Most of the time,Approve / Somewhat Approve,Very Liberal,[Democrat / Candidate 1],0
3068,8,Female,39,2-Year,White,30k - 40k,Married,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2],1
3069,3,Male,75,4-Year,White,50k - 60k,Married,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2],1
3070,50,Female,55,Post-Grad,White,150k+,Married,Most of the time,Disapprove / Somewhat Disapprove,Liberal,[Democrat / Candidate 1],0
3072,21,Female,36,2-Year,Hispanic,Less than 10k,Single / Never Married,Some of the time,Disapprove / Somewhat Disapprove,Liberal,[Democrat / Candidate 1],0
3073,18,Male,79,4-Year,White,Prefer not to say,Married,Most of the time,Disapprove / Somewhat Disapprove,Very Conservative,[Republican / Candidate 2],1
3074,11,Female,27,Post-Grad,Asian,150k+,Married,Most of the time,Approve / Somewhat Approve,Conservative,[Democrat / Candidate 1],0
3075,2,Male,58,Post-Grad,White,150k+,Married,Most of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1],0
3076,13,Male,65,Some College,Black,50k - 60k,Married,Most of the time,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1],0
3077,19,Male,77,Some College,White,80k - 100k,Married,Most of the time,Strongly Approve,Moderate,[Democrat / Candidate 1],0
3078,19,Female,28,No HS,White,10k - 20k,Domestic Partnership,Only now and then,Strongly Disapprove,Not Sure,[Democrat / Candidate 1],0
3079,20,Male,38,2-Year,White,10k - 20k,Single / Never Married,Only now and then,Strongly Approve,Liberal,[Democrat / Candidate 1],0
