,dist,gender,age,educ,race,faminc,marstat,newsint,approval_gov,ideo5,ownhome,pid3,voted_gov
41972,8,Male,49,4-Year,White,100k - 120k,Divorced,Hardly at all,Never Heard / Not Sure,Not Sure,Own,Not Sure,[Democrat / Candidate 1]
41974,49,Male,60,4-Year,Hispanic,100k - 120k,Divorced,Most of the time,Disapprove / Somewhat Disapprove,Moderate,Own,Republican,[Democrat / Candidate 1]
41975,32,Male,20,Some College,Hispanic,20k - 30k,Single / Never Married,Some of the time,Strongly Disapprove,Conservative,Rent,Republican,[Republican / Candidate 2]
41976,45,Male,50,4-Year,White,150k+,Married,Most of the time,Approve / Somewhat Approve,Conservative,Own,Republican,[Republican / Candidate 2]
41977,50,Female,77,4-Year,White,30k - 40k,Divorced,Some of the time,Disapprove / Somewhat Disapprove,Conservative,Own,Republican,[Republican / Candidate 2]
41978,45,Female,56,Some College,White,Prefer not to say,Divorced,Most of the time,Strongly Disapprove,Moderate,Own,Republican,[Republican / Candidate 2]
41979,15,Female,31,Post-Grad,White,Prefer not to say,Single / Never Married,Only now and then,Never Heard / Not Sure,Liberal,Own,Democrat,[Democrat / Candidate 1]
41980,16,Male,60,2-Year,White,40k - 50k,Single / Never Married,Hardly at all,Strongly Disapprove,Moderate,Other,Independent,I Did Not Vote In This Race
41983,28,Female,41,4-Year,Hispanic,40k - 50k,Married,Some of the time,Strongly Disapprove,Not Sure,Rent,Other,[Democrat / Candidate 1]
41984,19,Female,50,4-Year,White,120k - 150k,Married,Most of the time,Strongly Approve,Very Liberal,Own,Democrat,[Democrat / Candidate 1]
41985,34,Male,37,4-Year,White,30k - 40k,Single / Never Married,Most of the time,Approve / Somewhat Approve,Liberal,Rent,Democrat,[Democrat / Candidate 1]
41986,22,Female,70,2-Year,White,20k - 30k,Widowed,Most of the time,Strongly Disapprove,Conservative,Own,Republican,[Republican / Candidate 2]
41988,2,Male,56,4-Year,White,150k+,Married,Most of the time,Strongly Approve,Moderate,Own,Democrat,[Democrat / Candidate 1]
41989,4,Male,47,Some College,White,150k+,Married,Most of the time,Strongly Disapprove,Conservative,Own,Republican,[Republican / Candidate 2]
41990,1,Female,56,High School Graduate,White,60k - 70k,Divorced,Some of the time,Strongly Disapprove,Conservative,Own,Republican,[Republican / Candidate 2]
41991,24,Female,74,High School Graduate,White,120k - 150k,Married,Some of the time,Approve / Somewhat Approve,Liberal,Own,Democrat,[Democrat / Candidate 1]
41992,39,Male,58,Post-Grad,White,120k - 150k,Married,Most of the time,Approve / Somewhat Approve,Moderate,Own,Independent,[Democrat / Candidate 1]
41993,50,Female,78,Some College,White,40k - 50k,Divorced,Most of the time,Strongly Disapprove,Moderate,Rent,Republican,[Republican / Candidate 2]
41995,37,Female,30,4-Year,White,70k - 80k,Domestic Partnership,Hardly at all,Never Heard / Not Sure,Very Liberal,Rent,Democrat,[Democrat / Candidate 1]
41996,45,Female,66,4-Year,Asian,30k - 40k,Divorced,Hardly at all,Approve / Somewhat Approve,Not Sure,Own,Not Sure,[Democrat / Candidate 1]
41997,6,Male,46,4-Year,Hispanic,70k - 80k,Domestic Partnership,Most of the time,Strongly Approve,Moderate,Own,Independent,[Democrat / Candidate 1]
41998,13,Male,43,Post-Grad,Asian,40k - 50k,Single / Never Married,Most of the time,Approve / Somewhat Approve,Very Liberal,Rent,Independent,[Democrat / Candidate 1]
41999,36,Male,56,4-Year,White,60k - 70k,Married,Most of the time,Strongly Disapprove,Conservative,Own,Republican,[Republican / Candidate 2]
42000,36,Male,59,Post-Grad,White,120k - 150k,Married,Some of the time,Strongly Disapprove,Very Conservative,Own,Republican,[Republican / Candidate 2]
42001,11,Male,52,Some College,Hispanic,100k - 120k,Single / Never Married,Most of the time,Approve / Somewhat Approve,Moderate,Own,Other,[Democrat / Candidate 1]
42002,7,Female,29,4-Year,Hispanic,60k - 70k,Married,Some of the time,Approve / Somewhat Approve,Conservative,Rent,Democrat,Other
42003,53,Male,74,Post-Grad,Black,150k+,Married,Most of the time,Approve / Somewhat Approve,Liberal,Own,Democrat,[Democrat / Candidate 1]
42005,10,Female,75,Some College,White,60k - 70k,Married,Most of the time,Strongly Disapprove,Conservative,Own,Republican,[Republican / Candidate 2]
42006,29,Female,39,High School Graduate,Hispanic,30k - 40k,Domestic Partnership,Only now and then,Strongly Disapprove,Moderate,Rent,Republican,[Republican / Candidate 2]
42007,27,Female,43,Post-Grad,White,30k - 40k,Single / Never Married,Most of the time,Disapprove / Somewhat Disapprove,Very Liberal,Rent,Democrat,[Democrat / Candidate 1]
42009,50,Female,66,2-Year,White,70k - 80k,Married,Some of the time,Strongly Disapprove,Conservative,Own,Republican,[Republican / Candidate 2]
42011,44,Female,32,Some College,Hispanic,30k - 40k,Married,Most of the time,Strongly Approve,Moderate,Rent,Democrat,[Democrat / Candidate 1]
42012,12,Male,53,4-Year,Black,30k - 40k,Widowed,Most of the time,Approve / Somewhat Approve,Very Liberal,Rent,Independent,[Democrat / Candidate 1]
42014,26,Male,33,High School Graduate,Other,Prefer not to say,Single / Never Married,Hardly at all,Disapprove / Somewhat Disapprove,Moderate,Rent,Democrat,I Did Not Vote In This Race
42015,5,Female,60,Some College,White,80k - 100k,Married,Only now and then,Never Heard / Not Sure,Moderate,Own,Republican,[Republican / Candidate 2]
42020,43,Male,59,Some College,White,80k - 100k,Married,Some of the time,Approve / Somewhat Approve,Moderate,Own,Democrat,[Democrat / Candidate 1]
42022,22,Male,37,Post-Grad,Asian,150k+,Married,Most of the time,Approve / Somewhat Approve,Liberal,Own,Democrat,[Democrat / Candidate 1]
42024,34,Female,59,2-Year,Black,60k - 70k,Single / Never Married,Some of the time,Approve / Somewhat Approve,Moderate,Rent,Democrat,[Democrat / Candidate 1]
42025,25,Female,72,High School Graduate,White,80k - 100k,Widowed,Most of the time,Strongly Disapprove,Conservative,Own,Republican,[Republican / Candidate 2]
42032,31,Male,36,Post-Grad,Hispanic,100k - 120k,Single / Never Married,Most of the time,Approve / Somewhat Approve,Moderate,Rent,Independent,[Democrat / Candidate 1]
42034,3,Female,61,2-Year,Native American,30k - 40k,Married,Some of the time,Strongly Disapprove,Very Conservative,Own,Republican,[Republican / Candidate 2]
42036,39,Female,40,4-Year,White,60k - 70k,Married,Some of the time,Disapprove / Somewhat Disapprove,Moderate,Own,Democrat,[Democrat / Candidate 1]
42037,6,Male,33,High School Graduate,Black,50k - 60k,Separated,Only now and then,Approve / Somewhat Approve,Liberal,Rent,Democrat,[Democrat / Candidate 1]
42040,41,Male,57,Post-Grad,Black,150k+,Married,Most of the time,Strongly Disapprove,Conservative,Own,Republican,[Republican / Candidate 2]
42041,33,Female,65,Some College,White,80k - 100k,Widowed,Most of the time,Strongly Disapprove,Conservative,Own,Republican,[Republican / Candidate 2]
42042,37,Female,57,4-Year,Black,20k - 30k,Single / Never Married,Some of the time,Approve / Somewhat Approve,Conservative,Rent,Democrat,[Democrat / Candidate 1]
42044,19,Female,66,High School Graduate,White,10k - 20k,Divorced,Only now and then,Strongly Approve,Moderate,Rent,Democrat,[Democrat / Candidate 1]
42046,49,Female,43,4-Year,Hispanic,100k - 120k,Married,Most of the time,Approve / Somewhat Approve,Moderate,Own,Other,[Democrat / Candidate 1]
42048,6,Female,69,4-Year,White,150k+,Domestic Partnership,Only now and then,Strongly Approve,Liberal,Own,Democrat,[Democrat / Candidate 1]
42049,12,Male,38,Post-Grad,Asian,50k - 60k,Single / Never Married,Most of the time,Strongly Approve,Moderate,Own,Independent,[Democrat / Candidate 1]
42052,10,Male,41,4-Year,White,120k - 150k,Married,Most of the time,Strongly Approve,Moderate,Own,Independent,[Democrat / Candidate 1]
42054,20,Female,59,High School Graduate,White,120k - 150k,Domestic Partnership,Some of the time,Disapprove / Somewhat Disapprove,Very Conservative,Own,Republican,[Republican / Candidate 2]
42055,27,Male,26,2-Year,Asian,40k - 50k,Single / Never Married,Some of the time,Strongly Approve,Liberal,Own,Democrat,[Democrat / Candidate 1]
42057,19,Male,37,Post-Grad,Asian,150k+,Single / Never Married,Only now and then,Strongly Disapprove,Liberal,Rent,Democrat,[Democrat / Candidate 1]
42058,16,Female,63,High School Graduate,White,120k - 150k,Married,Most of the time,Strongly Disapprove,Very Conservative,Own,Republican,[Republican / Candidate 2]
42060,25,Female,45,Some College,Hispanic,100k - 120k,Married,Some of the time,Strongly Disapprove,Moderate,Own,Republican,[Republican / Candidate 2]
42063,26,Male,32,4-Year,White,100k - 120k,Single / Never Married,Most of the time,Strongly Disapprove,Conservative,Own,Independent,[Republican / Candidate 2]
42065,37,Male,38,Some College,White,100k - 120k,Married,Most of the time,Strongly Approve,Very Conservative,Own,Republican,[Republican / Candidate 2]
42068,39,Male,31,4-Year,White,80k - 100k,Single / Never Married,Some of the time,Strongly Disapprove,Moderate,Own,Democrat,[Democrat / Candidate 1]
42069,4,Female,30,Some College,Asian,120k - 150k,Married,Most of the time,Approve / Somewhat Approve,Conservative,Own,Democrat,[Democrat / Candidate 1]
42070,45,Female,35,Some College,Mixed,70k - 80k,Married,Some of the time,Approve / Somewhat Approve,Liberal,Rent,Independent,[Democrat / Candidate 1]
42071,3,Male,21,2-Year,Black,30k - 40k,Single / Never Married,Some of the time,Disapprove / Somewhat Disapprove,Liberal,Other,Democrat,[Democrat / Candidate 1]
42075,30,Male,38,Some College,Hispanic,50k - 60k,Single / Never Married,Hardly at all,Approve / Somewhat Approve,Moderate,Own,Democrat,[Democrat / Candidate 1]
42078,4,Female,34,4-Year,White,120k - 150k,Married,Only now and then,Disapprove / Somewhat Disapprove,Moderate,Rent,Democrat,[Democrat / Candidate 1]
42079,13,Male,57,Post-Grad,White,150k+,Married,Most of the time,Approve / Somewhat Approve,Very Liberal,Other,Democrat,[Democrat / Candidate 1]
42080,6,Female,55,High School Graduate,Hispanic,40k - 50k,Divorced,Most of the time,Disapprove / Somewhat Disapprove,Liberal,Own,Independent,[Democrat / Candidate 1]
42082,13,Male,70,Post-Grad,White,Prefer not to say,Married,Most of the time,Strongly Approve,Very Liberal,Rent,Democrat,[Democrat / Candidate 1]
42084,9,Female,46,4-Year,Black,150k+,Married,Some of the time,Strongly Disapprove,Moderate,Own,Democrat,[Democrat / Candidate 1]
42085,28,Male,53,4-Year,White,60k - 70k,Married,Most of the time,Strongly Approve,Very Liberal,Rent,Democrat,[Democrat / Candidate 1]
42087,47,Male,38,Some College,White,80k - 100k,Married,Most of the time,Approve / Somewhat Approve,Very Liberal,Own,Democrat,[Democrat / Candidate 1]
42088,29,Male,71,High School Graduate,White,50k - 60k,Single / Never Married,Some of the time,Strongly Disapprove,Not Sure,Rent,Democrat,[Democrat / Candidate 1]
42090,11,Male,75,Post-Grad,White,120k - 150k,Married,Most of the time,Strongly Disapprove,Conservative,Rent,Independent,[Republican / Candidate 2]
42091,51,Male,66,4-Year,White,20k - 30k,Single / Never Married,Only now and then,Disapprove / Somewhat Disapprove,Conservative,Rent,Independent,[Republican / Candidate 2]
42093,1,Male,57,2-Year,White,80k - 100k,Married,Most of the time,Strongly Disapprove,Conservative,Own,Republican,[Republican / Candidate 2]
42095,30,Male,61,High School Graduate,Hispanic,30k - 40k,Single / Never Married,Some of the time,Strongly Approve,Very Liberal,Rent,Democrat,[Democrat / Candidate 1]
42096,45,Female,26,2-Year,Mixed,150k+,Single / Never Married,Most of the time,Strongly Approve,Liberal,Other,Democrat,[Democrat / Candidate 1]
42097,14,Male,68,Post-Grad,White,150k+,Divorced,Most of the time,Strongly Approve,Liberal,Rent,Democrat,[Democrat / Candidate 1]
42098,9,Male,59,High School Graduate,Hispanic,120k - 150k,Married,Most of the time,Approve / Somewhat Approve,Moderate,Own,Republican,[Democrat / Candidate 1]
42099,10,Male,55,Some College,Hispanic,120k - 150k,Married,Most of the time,Strongly Disapprove,Conservative,Own,Republican,[Republican / Candidate 2]
42100,2,Male,48,4-Year,White,150k+,Married,Most of the time,Strongly Approve,Very Liberal,Own,Democrat,[Democrat / Candidate 1]
42101,38,Male,82,4-Year,White,120k - 150k,Married,Most of the time,Strongly Disapprove,Conservative,Own,Republican,[Republican / Candidate 2]
42102,30,Male,69,Post-Grad,White,150k+,Married,Most of the time,Disapprove / Somewhat Disapprove,Conservative,Own,Republican,[Republican / Candidate 2]
42103,13,Male,72,Post-Grad,Other,Prefer not to say,Married,Most of the time,Approve / Somewhat Approve,Liberal,Own,Democrat,[Democrat / Candidate 1]
42104,16,Male,81,4-Year,White,50k - 60k,Separated,Most of the time,Strongly Approve,Liberal,Own,Other,[Democrat / Candidate 1]
42105,20,Male,80,Some College,White,150k+,Married,Most of the time,Strongly Disapprove,Very Conservative,Own,Republican,[Republican / Candidate 2]
42107,45,Male,59,4-Year,Black,120k - 150k,Divorced,Some of the time,Approve / Somewhat Approve,Moderate,Own,Independent,[Democrat / Candidate 1]
42108,45,Female,71,High School Graduate,White,30k - 40k,Widowed,Most of the time,Strongly Approve,Very Liberal,Own,Democrat,[Democrat / Candidate 1]
42109,29,Male,48,Some College,Other,120k - 150k,Divorced,Most of the time,Strongly Approve,Moderate,Own,Other,[Democrat / Candidate 1]
42110,2,Male,76,Post-Grad,White,150k+,Married,Most of the time,Strongly Disapprove,Very Conservative,Own,Republican,[Republican / Candidate 2]
42111,7,Male,82,4-Year,White,120k - 150k,Single / Never Married,Most of the time,Strongly Disapprove,Conservative,Own,Other,[Republican / Candidate 2]
42112,52,Male,79,Post-Grad,White,Prefer not to say,Married,Most of the time,Approve / Somewhat Approve,Liberal,Own,Democrat,[Democrat / Candidate 1]
42113,23,Male,82,Some College,White,20k - 30k,Widowed,Most of the time,Strongly Disapprove,Conservative,Own,Republican,[Republican / Candidate 2]
42114,50,Male,78,4-Year,White,80k - 100k,Married,Most of the time,Strongly Disapprove,Very Conservative,Own,Republican,[Republican / Candidate 2]
42115,21,Male,73,Some College,White,50k - 60k,Married,Most of the time,Strongly Disapprove,Moderate,Own,Independent,[Republican / Candidate 2]
42118,12,Male,48,4-Year,White,50k - 60k,Married,Most of the time,Approve / Somewhat Approve,Moderate,Rent,Other,[Republican / Candidate 2]
42119,9,Male,75,Post-Grad,Other,Prefer not to say,Married,Most of the time,Approve / Somewhat Approve,Very Liberal,Own,Democrat,[Democrat / Candidate 1]
42120,8,Female,39,2-Year,White,30k - 40k,Married,Most of the time,Strongly Disapprove,Conservative,Rent,Republican,[Republican / Candidate 2]
42122,3,Male,75,4-Year,White,50k - 60k,Married,Most of the time,Strongly Disapprove,Conservative,Own,Republican,[Republican / Candidate 2]
42123,50,Female,55,Post-Grad,White,150k+,Married,Most of the time,Disapprove / Somewhat Disapprove,Liberal,Own,Democrat,[Democrat / Candidate 1]
42124,14,Female,26,4-Year,Asian,Prefer not to say,Single / Never Married,Some of the time,Disapprove / Somewhat Disapprove,Conservative,Rent,Not Sure,Not Sure
42125,21,Female,36,2-Year,Hispanic,Less than 10k,Single / Never Married,Some of the time,Disapprove / Somewhat Disapprove,Liberal,Rent,Democrat,[Democrat / Candidate 1]
42126,18,Male,79,4-Year,White,Prefer not to say,Married,Most of the time,Disapprove / Somewhat Disapprove,Very Conservative,Own,Republican,[Republican / Candidate 2]
42127,11,Female,27,Post-Grad,Asian,150k+,Married,Most of the time,Approve / Somewhat Approve,Conservative,Own,Independent,[Democrat / Candidate 1]
42128,2,Male,58,Post-Grad,White,150k+,Married,Most of the time,Approve / Somewhat Approve,Liberal,Own,Democrat,[Democrat / Candidate 1]
42129,13,Male,65,Some College,Black,50k - 60k,Married,Most of the time,Approve / Somewhat Approve,Moderate,Rent,Democrat,[Democrat / Candidate 1]
42131,19,Male,77,Some College,White,80k - 100k,Married,Most of the time,Strongly Approve,Moderate,Own,Independent,[Democrat / Candidate 1]
42132,19,Female,28,No HS,White,10k - 20k,Domestic Partnership,Only now and then,Strongly Disapprove,Not Sure,Own,Democrat,[Democrat / Candidate 1]
42133,20,Male,38,2-Year,White,10k - 20k,Single / Never Married,Only now and then,Strongly Approve,Liberal,Rent,Democrat,[Democrat / Candidate 1]
42134,45,Male,52,Post-Grad,White,150k+,Married,Most of the time,Strongly Disapprove,Moderate,Own,Democrat,[Republican / Candidate 2]
42136,40,Male,19,High School Graduate,Hispanic,150k+,Single / Never Married,Only now and then,Strongly Approve,Very Liberal,Own,Democrat,[Democrat / Candidate 1]
42137,21,Female,35,2-Year,Black,40k - 50k,Married,Only now and then,Disapprove / Somewhat Disapprove,Conservative,Own,Republican,[Republican / Candidate 2]
42138,11,Male,57,High School Graduate,Hispanic,120k - 150k,Married,Most of the time,Approve / Somewhat Approve,Liberal,Own,Democrat,[Democrat / Candidate 1]
42140,30,Female,50,Some College,Hispanic,120k - 150k,Married,Some of the time,Never Heard / Not Sure,Conservative,Own,Not Sure,[Republican / Candidate 2]
42142,24,Female,36,4-Year,Hispanic,80k - 100k,Married,Some of the time,Strongly Approve,Moderate,Own,Democrat,[Democrat / Candidate 1]
42145,33,Male,40,High School Graduate,White,50k - 60k,Married,Don't Know,Approve / Somewhat Approve,Moderate,Own,Democrat,[Democrat / Candidate 1]
42146,17,Male,80,4-Year,White,70k - 80k,Married,Most of the time,Strongly Approve,Moderate,Own,Independent,[Democrat / Candidate 1]
42147,42,Male,67,Some College,White,70k - 80k,Married,Most of the time,Strongly Disapprove,Moderate,Own,Independent,[Republican / Candidate 2]
42148,52,Female,30,Post-Grad,Asian,120k - 150k,Married,Some of the time,Approve / Somewhat Approve,Moderate,Own,Independent,[Democrat / Candidate 1]
42149,51,Female,28,4-Year,White,20k - 30k,Single / Never Married,Most of the time,Disapprove / Somewhat Disapprove,Liberal,Other,Democrat,[Democrat / Candidate 1]
42150,43,Male,68,2-Year,Black,60k - 70k,Married,Most of the time,Approve / Somewhat Approve,Liberal,Own,Democrat,[Democrat / Candidate 1]
42152,1,Female,72,High School Graduate,White,20k - 30k,Widowed,Most of the time,Approve / Somewhat Approve,Liberal,Own,Democrat,[Democrat / Candidate 1]
42156,32,Male,22,Some College,Asian,Prefer not to say,Single / Never Married,Some of the time,Never Heard / Not Sure,Moderate,Own,Independent,[Democrat / Candidate 1]
42159,15,Female,56,High School Graduate,White,10k - 20k,Married,Only now and then,Strongly Disapprove,Conservative,Rent,Independent,[Republican / Candidate 2]
42163,38,Female,31,Post-Grad,Asian,50k - 60k,Single / Never Married,Most of the time,Approve / Somewhat Approve,Liberal,Rent,Democrat,[Democrat / Candidate 1]
42165,32,Female,66,No HS,White,30k - 40k,Divorced,Only now and then,Strongly Disapprove,Moderate,Own,Republican,[Republican / Candidate 2]
42166,7,Female,63,High School Graduate,White,80k - 100k,Divorced,Most of the time,Approve / Somewhat Approve,Very Liberal,Own,Other,[Democrat / Candidate 1]
42167,4,Male,63,Some College,Hispanic,100k - 120k,Domestic Partnership,Most of the time,Strongly Approve,Very Liberal,Own,Democrat,[Democrat / Candidate 1]
42169,6,Female,55,Some College,Black,50k - 60k,Single / Never Married,Hardly at all,Never Heard / Not Sure,Conservative,Rent,Democrat,[Democrat / Candidate 1]
42170,9,Female,38,High School Graduate,White,100k - 120k,Married,Most of the time,Approve / Somewhat Approve,Very Liberal,Own,Democrat,[Democrat / Candidate 1]
42172,24,Male,79,4-Year,White,80k - 100k,Married,Most of the time,Strongly Approve,Liberal,Rent,Democrat,[Democrat / Candidate 1]
42173,36,Female,29,Some College,White,70k - 80k,Married,Some of the time,Strongly Approve,Liberal,Own,Democrat,[Democrat / Candidate 1]
42174,32,Female,52,High School Graduate,Black,20k - 30k,Domestic Partnership,Only now and then,Approve / Somewhat Approve,Very Liberal,Rent,Democrat,[Democrat / Candidate 1]
42182,27,Female,23,4-Year,Asian,20k - 30k,Single / Never Married,Only now and then,Approve / Somewhat Approve,Liberal,Own,Democrat,[Democrat / Candidate 1]
42183,36,Male,56,2-Year,White,150k+,Single / Never Married,Some of the time,Approve / Somewhat Approve,Moderate,Rent,Republican,[Republican / Candidate 2]
42184,29,Female,45,4-Year,Hispanic,70k - 80k,Married,Most of the time,Approve / Somewhat Approve,Conservative,Own,Republican,[Republican / Candidate 2]
42185,53,Female,29,Some College,White,50k - 60k,Married,Most of the time,Disapprove / Somewhat Disapprove,Moderate,Own,Independent,[Democrat / Candidate 1]
42186,47,Female,28,2-Year,Hispanic,30k - 40k,Domestic Partnership,Most of the time,Strongly Approve,Very Liberal,Rent,Democrat,[Democrat / Candidate 1]
42188,41,Female,32,4-Year,Black,70k - 80k,Married,Some of the time,Approve / Somewhat Approve,Liberal,Own,Democrat,[Democrat / Candidate 1]
42189,19,Male,47,2-Year,Mixed,120k - 150k,Divorced,Most of the time,Strongly Disapprove,Conservative,Own,Independent,[Republican / Candidate 2]
42190,8,Male,56,4-Year,White,70k - 80k,Married,Most of the time,Disapprove / Somewhat Disapprove,Moderate,Own,Independent,[Republican / Candidate 2]
42191,52,Male,69,4-Year,White,120k - 150k,Single / Never Married,Most of the time,Strongly Disapprove,Conservative,Own,Republican,[Republican / Candidate 2]
42192,33,Male,68,4-Year,White,150k+,Married,Most of the time,Strongly Approve,Moderate,Own,Democrat,[Democrat / Candidate 1]
42193,20,Male,80,4-Year,White,80k - 100k,Domestic Partnership,Most of the time,Strongly Approve,Very Liberal,Own,Democrat,[Democrat / Candidate 1]
42194,26,Male,39,Post-Grad,White,80k - 100k,Married,Most of the time,Strongly Disapprove,Conservative,Rent,Independent,[Republican / Candidate 2]
42195,3,Male,51,Post-Grad,White,120k - 150k,Married,Most of the time,Strongly Approve,Moderate,Own,Independent,[Democrat / Candidate 1]
42196,11,Female,26,4-Year,White,Prefer not to say,Married,Some of the time,Never Heard / Not Sure,Conservative,Own,Republican,[Republican / Candidate 2]
42197,1,Male,65,Post-Grad,White,120k - 150k,Married,Most of the time,Approve / Somewhat Approve,Liberal,Own,Democrat,[Democrat / Candidate 1]
42198,53,Male,69,Post-Grad,White,70k - 80k,Married,Most of the time,Approve / Somewhat Approve,Liberal,Own,Democrat,[Democrat / Candidate 1]
42199,37,Female,40,Some College,Black,60k - 70k,Single / Never Married,Most of the time,Approve / Somewhat Approve,Liberal,Rent,Not Sure,[Democrat / Candidate 1]
42200,29,Male,47,4-Year,White,80k - 100k,Married,Most of the time,Approve / Somewhat Approve,Very Liberal,Own,Other,[Democrat / Candidate 1]
42201,3,Male,79,Post-Grad,White,120k - 150k,Married,Most of the time,Strongly Disapprove,Conservative,Own,Republican,[Republican / Candidate 2]
42202,5,Male,69,Post-Grad,White,Prefer not to say,Married,Most of the time,Approve / Somewhat Approve,Very Liberal,Own,Democrat,[Democrat / Candidate 1]
42203,6,Male,68,Some College,White,70k - 80k,Married,Most of the time,Strongly Disapprove,Conservative,Own,Republican,[Republican / Candidate 2]
42204,50,Female,28,2-Year,Mixed,60k - 70k,Domestic Partnership,Some of the time,Approve / Somewhat Approve,Very Liberal,Rent,Democrat,[Democrat / Candidate 1]
42205,1,Male,75,Post-Grad,White,80k - 100k,Married,Most of the time,Strongly Disapprove,Not Sure,Own,Other,[Republican / Candidate 2]
42206,42,Male,78,4-Year,White,80k - 100k,Married,Most of the time,Strongly Disapprove,Very Conservative,Own,Republican,[Republican / Candidate 2]
42207,2,Male,66,4-Year,White,150k+,Domestic Partnership,Most of the time,Strongly Approve,Liberal,Own,Independent,[Democrat / Candidate 1]
42208,12,Female,33,Some College,Hispanic,20k - 30k,Single / Never Married,Some of the time,Approve / Somewhat Approve,Liberal,Rent,Other,[Democrat / Candidate 1]
42210,27,Male,84,Post-Grad,White,100k - 120k,Married,Most of the time,Disapprove / Somewhat Disapprove,Conservative,Own,Republican,[Republican / Candidate 2]
42211,15,Male,74,Post-Grad,White,Prefer not to say,Married,Most of the time,Strongly Approve,Moderate,Own,Independent,[Democrat / Candidate 1]
42212,3,Male,51,Post-Grad,White,150k+,Married,Most of the time,Approve / Somewhat Approve,Moderate,Own,Other,[Democrat / Candidate 1]
42213,6,Male,70,2-Year,White,30k - 40k,Single / Never Married,Most of the time,Strongly Disapprove,Moderate,Own,Independent,[Republican / Candidate 2]
42214,5,Male,73,Post-Grad,White,120k - 150k,Married,Most of the time,Disapprove / Somewhat Disapprove,Conservative,Own,Other,[Republican / Candidate 2]
42216,47,Male,77,Some College,White,Prefer not to say,Married,Most of the time,Strongly Disapprove,Conservative,Own,Republican,[Republican / Candidate 2]
42217,3,Male,79,Some College,White,60k - 70k,Married,Most of the time,Strongly Disapprove,Conservative,Own,Republican,[Republican / Candidate 2]
42218,51,Male,57,High School Graduate,Mixed,10k - 20k,Single / Never Married,Most of the time,Disapprove / Somewhat Disapprove,Moderate,Rent,Independent,[Democrat / Candidate 1]
42220,26,Male,66,Some College,White,Prefer not to say,Married,Some of the time,Strongly Disapprove,Moderate,Own,Independent,[Republican / Candidate 2]
42221,3,Male,49,Post-Grad,White,150k+,Married,Most of the time,Disapprove / Somewhat Disapprove,Moderate,Own,Independent,[Republican / Candidate 2]
42222,1,Male,80,4-Year,Other,60k - 70k,Married,Most of the time,Strongly Disapprove,Conservative,Own,Independent,[Republican / Candidate 2]
42224,19,Male,68,Post-Grad,White,100k - 120k,Married,Most of the time,Strongly Approve,Liberal,Own,Democrat,[Democrat / Candidate 1]
42225,52,Male,91,4-Year,White,20k - 30k,Widowed,Most of the time,Strongly Approve,Very Liberal,Own,Democrat,[Democrat / Candidate 1]
42226,11,Male,73,Post-Grad,White,Prefer not to say,Married,Most of the time,Strongly Approve,Liberal,Own,Democrat,[Democrat / Candidate 1]
42227,9,Male,81,Some College,White,100k - 120k,Married,Most of the time,Strongly Disapprove,Very Conservative,Own,Independent,[Republican / Candidate 2]
42228,26,Male,77,4-Year,White,70k - 80k,Married,Most of the time,Strongly Disapprove,Conservative,Own,Other,[Republican / Candidate 2]
42229,48,Female,79,High School Graduate,White,30k - 40k,Widowed,Hardly at all,Strongly Disapprove,Very Conservative,Rent,Republican,[Republican / Candidate 2]
42230,5,Male,80,Post-Grad,White,80k - 100k,Separated,Most of the time,Strongly Approve,Very Liberal,Own,Democrat,[Democrat / Candidate 1]
42231,37,Male,77,Post-Grad,White,Prefer not to say,Married,Most of the time,Strongly Approve,Liberal,Own,Democrat,[Democrat / Candidate 1]
42232,8,Male,83,Some College,White,80k - 100k,Married,Most of the time,Strongly Disapprove,Conservative,Own,Republican,[Republican / Candidate 2]
42234,3,Male,75,Post-Grad,White,60k - 70k,Married,Most of the time,Strongly Disapprove,Very Conservative,Own,Republican,[Republican / Candidate 2]
42235,39,Female,50,4-Year,White,Prefer not to say,Married,Some of the time,Strongly Disapprove,Very Conservative,Own,Republican,[Republican / Candidate 2]
42236,5,Male,68,2-Year,White,20k - 30k,Single / Never Married,Some of the time,Strongly Disapprove,Very Conservative,Own,Independent,[Republican / Candidate 2]
42238,28,Male,31,Some College,Hispanic,Prefer not to say,Single / Never Married,Don't Know,Disapprove / Somewhat Disapprove,Very Liberal,Rent,Democrat,[Democrat / Candidate 1]
42240,2,Male,82,4-Year,White,40k - 50k,Widowed,Most of the time,Disapprove / Somewhat Disapprove,Moderate,Own,Independent,[Republican / Candidate 2]
42242,51,Female,29,4-Year,Hispanic,60k - 70k,Married,Only now and then,Approve / Somewhat Approve,Moderate,Rent,Democrat,[Democrat / Candidate 1]
42243,30,Male,53,Some College,White,150k+,Married,Most of the time,Approve / Somewhat Approve,Very Liberal,Own,Democrat,[Democrat / Candidate 1]
42244,19,Male,56,Some College,White,100k - 120k,Married,Most of the time,Strongly Approve,Liberal,Other,Democrat,[Democrat / Candidate 1]
42245,33,Male,80,4-Year,White,150k+,Married,Most of the time,Strongly Approve,Liberal,Rent,Democrat,[Democrat / Candidate 1]
42246,50,Female,56,High School Graduate,White,Prefer not to say,Married,Some of the time,Strongly Disapprove,Moderate,Own,Independent,[Republican / Candidate 2]
