,dist,cong,gender,birthyr,age,educ,race,faminc,marstat,newsint,approval_gov,ideo5,voted_gov
434565,37,115,Male,1969,49,2-Year,Black,60k - 70k,Married,Don't Know,Approve / Somewhat Approve,Not Sure,[Democrat / Candidate 1]
434584,37,115,Female,1990,28,2-Year,Asian,100k - 120k,Single / Never Married,Only now and then,Strongly Approve,Very Liberal,[Democrat / Candidate 1]
434590,32,115,Male,1972,46,Post-Grad,Hispanic,120k - 150k,Married,Most of the time,Strongly Approve,Very Liberal,[Democrat / Candidate 1]
434658,12,115,Female,1983,35,Post-Grad,Asian,80k - 100k,Single / Never Married,Some of the time,Approve / Somewhat Approve,Very Liberal,[Democrat / Candidate 1]
434675,39,115,Female,1992,26,High School Graduate,Hispanic,70k - 80k,Married,Only now and then,Disapprove / Somewhat Disapprove,Moderate,[Republican / Candidate 2]
434695,10,115,Male,1979,39,Some College,White,80k - 100k,Married,Some of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2]
434712,23,115,Male,1936,82,High School Graduate,Black,60k - 70k,Married,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2]
434726,30,115,Female,1996,22,Some College,Hispanic,60k - 70k,Single / Never Married,Some of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1]
434735,26,115,Male,1977,41,Post-Grad,White,150k+,Married,Some of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1]
434742,11,115,Female,1992,26,4-Year,Hispanic,40k - 50k,Married,Only now and then,Approve / Somewhat Approve,Very Liberal,[Democrat / Candidate 1]
434745,34,115,Female,1977,41,Post-Grad,White,50k - 60k,Single / Never Married,Some of the time,Strongly Disapprove,Moderate,[Democrat / Candidate 1]
434749,39,115,Female,1983,35,Post-Grad,Asian,60k - 70k,Single / Never Married,Most of the time,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1]
434754,1,115,Female,1985,33,Post-Grad,White,70k - 80k,Married,Some of the time,Disapprove / Somewhat Disapprove,Conservative,[Republican / Candidate 2]
434765,50,115,Male,1961,57,High School Graduate,White,10k - 20k,Domestic Partnership,Some of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2]
434766,29,115,Female,1975,43,Post-Grad,White,40k - 50k,Domestic Partnership,Most of the time,Never Heard / Not Sure,Liberal,[Democrat / Candidate 1]
434782,43,115,Male,1982,36,4-Year,Hispanic,100k - 120k,Married,Most of the time,Strongly Approve,Very Liberal,[Democrat / Candidate 1]
434785,41,115,Male,1977,41,Some College,Hispanic,40k - 50k,Married,Some of the time,Disapprove / Somewhat Disapprove,Moderate,[Republican / Candidate 2]
434835,52,115,Male,1985,33,Post-Grad,Asian,100k - 120k,Single / Never Married,Most of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1]
434842,5,115,Male,1974,44,Post-Grad,White,80k - 100k,Single / Never Married,Some of the time,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1]
434844,8,115,Male,1976,42,Some College,White,30k - 40k,Married,Only now and then,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1]
434937,7,115,Female,1975,43,High School Graduate,White,70k - 80k,Married,Some of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2]
434950,9,115,Female,1991,27,4-Year,Asian,60k - 70k,Married,Hardly at all,Approve / Somewhat Approve,Conservative,[Democrat / Candidate 1]
435047,10,115,Male,1986,32,High School Graduate,White,50k - 60k,Single / Never Married,Don't Know,Strongly Disapprove,Conservative,[Republican / Candidate 2]
435075,1,115,Female,1990,28,2-Year,White,20k - 30k,Separated,Some of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1]
435083,14,115,Male,1974,44,Some College,White,150k+,Married,Most of the time,Strongly Approve,Very Liberal,[Democrat / Candidate 1]
435167,53,115,Male,1977,41,4-Year,Asian,80k - 100k,Married,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2]
435198,7,115,Male,1989,29,4-Year,Hispanic,100k - 120k,Single / Never Married,Most of the time,Disapprove / Somewhat Disapprove,Moderate,[Republican / Candidate 2]
435232,38,115,Female,1950,68,High School Graduate,White,100k - 120k,Married,Some of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2]
435255,36,115,Female,1983,35,4-Year,Hispanic,30k - 40k,Married,Most of the time,Strongly Approve,Liberal,[Democrat / Candidate 1]
435285,35,115,Female,1984,34,2-Year,Hispanic,80k - 100k,Married,Some of the time,Disapprove / Somewhat Disapprove,Moderate,[Democrat / Candidate 1]
435293,13,115,Female,1990,28,4-Year,White,30k - 40k,Single / Never Married,Most of the time,Strongly Approve,Very Liberal,[Democrat / Candidate 1]
435375,30,115,Male,1950,68,4-Year,Middle Eastern,100k - 120k,Divorced,Some of the time,Strongly Disapprove,Moderate,[Republican / Candidate 2]
435381,11,115,Female,1986,32,4-Year,Asian,120k - 150k,Single / Never Married,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2]
435385,48,115,Female,1985,33,High School Graduate,White,80k - 100k,Married,Some of the time,Never Heard / Not Sure,Liberal,[Democrat / Candidate 1]
435396,17,115,Male,1975,43,2-Year,Asian,20k - 30k,Married,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2]
435399,30,115,Female,1957,61,4-Year,White,Prefer not to say,Divorced,Most of the time,Disapprove / Somewhat Disapprove,Not Sure,[Republican / Candidate 2]
435400,39,115,Female,1972,46,4-Year,Asian,80k - 100k,Married,Only now and then,Never Heard / Not Sure,Moderate,[Democrat / Candidate 1]
435402,14,115,Male,1951,67,High School Graduate,White,120k - 150k,Married,Most of the time,Strongly Approve,Liberal,[Democrat / Candidate 1]
435416,37,115,Female,1990,28,2-Year,Hispanic,50k - 60k,Married,Some of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1]
435425,12,115,Male,1945,73,4-Year,White,80k - 100k,Domestic Partnership,Most of the time,Approve / Somewhat Approve,Moderate,[Republican / Candidate 2]
435436,48,115,Male,1984,34,Post-Grad,White,80k - 100k,Single / Never Married,Most of the time,Strongly Approve,Moderate,[Democrat / Candidate 1]
435441,17,115,Male,1952,66,4-Year,Asian,80k - 100k,Married,Most of the time,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1]
435447,27,115,Female,1942,76,4-Year,White,120k - 150k,Married,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2]
435452,9,115,Female,1983,35,4-Year,Asian,80k - 100k,Married,Most of the time,Approve / Somewhat Approve,Very Liberal,[Democrat / Candidate 1]
435508,28,115,Female,1963,55,Post-Grad,Black,70k - 80k,Divorced,Hardly at all,Never Heard / Not Sure,Moderate,[Democrat / Candidate 1]
435518,53,115,Female,1974,44,4-Year,Asian,70k - 80k,Single / Never Married,Some of the time,Disapprove / Somewhat Disapprove,Moderate,[Democrat / Candidate 1]
435545,51,115,Female,1980,38,4-Year,White,50k - 60k,Married,Hardly at all,Strongly Approve,Moderate,[Republican / Candidate 2]
435551,26,115,Male,1975,43,4-Year,Asian,150k+,Married,Some of the time,Approve / Somewhat Approve,Moderate,[Republican / Candidate 2]
435554,7,115,Male,1965,53,4-Year,White,120k - 150k,Married,Most of the time,Strongly Disapprove,Very Conservative,[Republican / Candidate 2]
435555,29,115,Male,1969,49,4-Year,White,80k - 100k,Married,Most of the time,Approve / Somewhat Approve,Very Liberal,[Democrat / Candidate 1]
435586,45,115,Male,1938,80,4-Year,Other,10k - 20k,Married,Most of the time,Strongly Approve,Moderate,[Democrat / Candidate 1]
435624,19,115,Male,1961,57,4-Year,White,100k - 120k,Married,Most of the time,Strongly Disapprove,Moderate,[Republican / Candidate 2]
435632,38,115,Female,1951,67,High School Graduate,White,60k - 70k,Married,Some of the time,Strongly Approve,Moderate,[Democrat / Candidate 1]
435667,6,115,Male,1979,39,Post-Grad,White,150k+,Married,Some of the time,Strongly Disapprove,Liberal,[Democrat / Candidate 1]
435674,13,115,Male,1948,70,Post-Grad,Black,120k - 150k,Married,Some of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1]
435691,39,115,Male,1987,31,4-Year,Asian,50k - 60k,Single / Never Married,Some of the time,Disapprove / Somewhat Disapprove,Moderate,[Republican / Candidate 2]
435693,12,115,Male,1984,34,4-Year,Asian,70k - 80k,Single / Never Married,Only now and then,Approve / Somewhat Approve,Moderate,[Republican / Candidate 2]
435706,17,115,Male,1981,37,Some College,White,20k - 30k,Married,Some of the time,Strongly Approve,Liberal,[Democrat / Candidate 1]
435713,25,115,Male,1987,31,4-Year,White,100k - 120k,Married,Some of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2]
435729,32,115,Female,1975,43,High School Graduate,Hispanic,30k - 40k,Domestic Partnership,Hardly at all,Disapprove / Somewhat Disapprove,Not Sure,[Democrat / Candidate 1]
435731,40,115,Male,1984,34,2-Year,Hispanic,Less than 10k,Single / Never Married,Only now and then,Never Heard / Not Sure,Moderate,[Democrat / Candidate 1]
435732,45,115,Male,1975,43,Some College,White,80k - 100k,Married,Some of the time,Strongly Disapprove,Very Conservative,[Republican / Candidate 2]
435783,12,115,Male,1964,54,High School Graduate,White,100k - 120k,Domestic Partnership,Most of the time,Strongly Approve,Liberal,[Democrat / Candidate 1]
435803,50,115,Female,1986,32,High School Graduate,Native American,50k - 60k,Domestic Partnership,Hardly at all,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1]
435820,47,115,Female,1985,33,4-Year,Asian,60k - 70k,Divorced,Hardly at all,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1]
435821,23,115,Female,1977,41,Some College,Hispanic,Less than 10k,Single / Never Married,Only now and then,Never Heard / Not Sure,Moderate,[Democrat / Candidate 1]
435822,32,115,Male,1981,37,4-Year,White,60k - 70k,Single / Never Married,Most of the time,Approve / Somewhat Approve,Very Liberal,[Democrat / Candidate 1]
435826,51,115,Female,1961,57,4-Year,Black,20k - 30k,Single / Never Married,Most of the time,Strongly Approve,Liberal,[Democrat / Candidate 1]
435855,29,115,Male,1977,41,Post-Grad,Asian,120k - 150k,Married,Some of the time,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1]
435857,12,115,Female,1980,38,4-Year,White,20k - 30k,Single / Never Married,Some of the time,Strongly Approve,Very Liberal,[Democrat / Candidate 1]
435874,16,115,Female,1977,41,2-Year,Hispanic,10k - 20k,Single / Never Married,Only now and then,Strongly Disapprove,Not Sure,[Republican / Candidate 2]
435879,17,115,Male,1981,37,Post-Grad,White,120k - 150k,Married,Most of the time,Strongly Approve,Liberal,[Republican / Candidate 2]
435924,10,115,Female,1996,22,Some College,Hispanic,40k - 50k,Domestic Partnership,Only now and then,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1]
435934,43,115,Female,1980,38,Post-Grad,Hispanic,100k - 120k,Single / Never Married,Most of the time,Approve / Somewhat Approve,Conservative,[Republican / Candidate 2]
435950,12,115,Male,1979,39,4-Year,Asian,100k - 120k,Married,Most of the time,Strongly Approve,Conservative,[Democrat / Candidate 1]
435972,41,115,Male,1994,24,2-Year,Asian,50k - 60k,Single / Never Married,Only now and then,Approve / Somewhat Approve,Very Conservative,[Republican / Candidate 2]
435994,38,115,Female,1967,51,Some College,Hispanic,150k+,Married,Hardly at all,Disapprove / Somewhat Disapprove,Moderate,[Democrat / Candidate 1]
435995,18,115,Female,1976,42,4-Year,White,100k - 120k,Married,Most of the time,Approve / Somewhat Approve,Very Liberal,[Democrat / Candidate 1]
436000,26,115,Male,1978,40,High School Graduate,Asian,70k - 80k,Married,Some of the time,Strongly Approve,Moderate,[Democrat / Candidate 1]
436018,31,115,Female,1991,27,4-Year,Black,60k - 70k,Single / Never Married,Most of the time,Approve / Somewhat Approve,Very Liberal,[Democrat / Candidate 1]
436028,46,115,Male,1949,69,4-Year,White,40k - 50k,Married,Most of the time,Strongly Disapprove,Very Conservative,[Republican / Candidate 2]
436031,1,115,Male,1959,59,High School Graduate,White,40k - 50k,Domestic Partnership,Some of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2]
436045,11,115,Male,1965,53,4-Year,White,150k+,Married,Only now and then,Disapprove / Somewhat Disapprove,Very Conservative,[Democrat / Candidate 1]
436067,10,115,Female,1960,58,High School Graduate,Black,20k - 30k,Divorced,Only now and then,Approve / Somewhat Approve,Very Liberal,[Democrat / Candidate 1]
436086,15,115,Male,1986,32,Some College,Asian,40k - 50k,Divorced,Only now and then,Approve / Somewhat Approve,Conservative,[Democrat / Candidate 1]
436128,52,115,Male,1978,40,4-Year,White,50k - 60k,Married,Some of the time,Strongly Approve,Moderate,[Republican / Candidate 2]
436131,43,115,Male,1978,40,4-Year,White,60k - 70k,Married,Some of the time,Strongly Approve,Liberal,[Republican / Candidate 2]
436172,37,115,Female,1996,22,4-Year,Hispanic,20k - 30k,Single / Never Married,Some of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1]
436180,27,115,Male,1983,35,Some College,White,30k - 40k,Divorced,Some of the time,Never Heard / Not Sure,Very Liberal,[Democrat / Candidate 1]
436181,15,115,Female,1978,40,Some College,Mixed,80k - 100k,Domestic Partnership,Some of the time,Strongly Disapprove,Moderate,I Did Not Vote In This Race
436262,23,115,Male,1982,36,Some College,Hispanic,Less than 10k,Single / Never Married,Some of the time,Strongly Disapprove,Very Liberal,[Democrat / Candidate 1]
436283,52,115,Female,1984,34,Post-Grad,White,Prefer not to say,Single / Never Married,Only now and then,Disapprove / Somewhat Disapprove,Moderate,[Democrat / Candidate 1]
436285,3,115,Female,1992,26,High School Graduate,Hispanic,20k - 30k,Married,Some of the time,Strongly Approve,Moderate,[Democrat / Candidate 1]
436287,29,115,Male,1991,27,Some College,Hispanic,40k - 50k,Single / Never Married,Most of the time,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1]
436303,46,115,Female,1979,39,Some College,Mixed,100k - 120k,Single / Never Married,Some of the time,Disapprove / Somewhat Disapprove,Moderate,[Republican / Candidate 2]
436314,23,115,Male,1981,37,2-Year,Black,30k - 40k,Married,Some of the time,Approve / Somewhat Approve,Conservative,[Republican / Candidate 2]
436329,5,115,Male,1990,28,2-Year,White,20k - 30k,Single / Never Married,Most of the time,Approve / Somewhat Approve,Liberal,[Republican / Candidate 2]
436353,41,115,Male,1971,47,High School Graduate,White,20k - 30k,Single / Never Married,Most of the time,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1]
436378,12,115,Female,1988,30,4-Year,Asian,120k - 150k,Single / Never Married,Some of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1]
436379,48,115,Male,1995,23,4-Year,Hispanic,30k - 40k,Single / Never Married,Some of the time,Strongly Approve,Liberal,[Democrat / Candidate 1]
436440,48,115,Male,2000,18,High School Graduate,White,120k - 150k,Single / Never Married,Most of the time,Strongly Disapprove,Very Conservative,[Republican / Candidate 2]
436570,2,115,Male,1970,48,High School Graduate,White,100k - 120k,Married,Most of the time,Approve / Somewhat Approve,Very Conservative,[Democrat / Candidate 1]
436634,14,115,Female,1980,38,4-Year,Asian,100k - 120k,Married,Some of the time,Strongly Disapprove,Moderate,[Republican / Candidate 2]
436667,27,115,Female,1952,66,4-Year,Asian,Prefer not to say,Married,Only now and then,Approve / Somewhat Approve,Moderate,[Republican / Candidate 2]
436670,7,115,Male,1945,73,4-Year,White,Prefer not to say,Married,Most of the time,Strongly Disapprove,Moderate,[Republican / Candidate 2]
436676,45,115,Female,1985,33,2-Year,Mixed,70k - 80k,Single / Never Married,Only now and then,Strongly Disapprove,Conservative,[Republican / Candidate 2]
436707,10,115,Female,1977,41,Some College,White,30k - 40k,Domestic Partnership,Some of the time,Disapprove / Somewhat Disapprove,Moderate,[Republican / Candidate 2]
436717,38,115,Male,1994,24,4-Year,White,60k - 70k,Single / Never Married,Most of the time,Strongly Disapprove,Very Conservative,[Republican / Candidate 2]
436718,53,115,Male,1976,42,4-Year,White,150k+,Married,Most of the time,Strongly Disapprove,Moderate,[Republican / Candidate 2]
436758,41,115,Male,1953,65,No HS,Hispanic,50k - 60k,Married,Some of the time,Strongly Disapprove,Moderate,[Republican / Candidate 2]
436800,19,115,Female,1951,67,High School Graduate,Hispanic,80k - 100k,Married,Some of the time,Strongly Approve,Liberal,[Democrat / Candidate 1]
436816,29,115,Female,1995,23,Some College,Hispanic,30k - 40k,Single / Never Married,Some of the time,Disapprove / Somewhat Disapprove,Liberal,[Democrat / Candidate 1]
436825,1,115,Male,1983,35,Some College,White,20k - 30k,Single / Never Married,Some of the time,Strongly Disapprove,Moderate,[Republican / Candidate 2]
436849,5,115,Male,1977,41,Some College,White,40k - 50k,Single / Never Married,Only now and then,Never Heard / Not Sure,Moderate,[Democrat / Candidate 1]
436852,38,115,Male,1988,30,Some College,White,60k - 70k,Married,Only now and then,Strongly Disapprove,Conservative,[Republican / Candidate 2]
436868,31,115,Male,1985,33,High School Graduate,White,20k - 30k,Single / Never Married,Some of the time,Disapprove / Somewhat Disapprove,Moderate,[Democrat / Candidate 1]
436872,26,115,Male,1977,41,Some College,White,70k - 80k,Married,Some of the time,Strongly Disapprove,Moderate,[Democrat / Candidate 1]
436884,31,115,Female,1961,57,High School Graduate,Hispanic,Prefer not to say,Married,Don't Know,Disapprove / Somewhat Disapprove,Not Sure,Not Sure
436894,22,115,Male,1981,37,Some College,Mixed,80k - 100k,Married,Only now and then,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1]
436934,24,115,Male,1951,67,No HS,White,30k - 40k,Married,Some of the time,Approve / Somewhat Approve,Conservative,[Democrat / Candidate 1]
436942,13,115,Male,1975,43,Some College,White,50k - 60k,Married,Some of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1]
436972,15,115,Male,1990,28,Some College,White,100k - 120k,Single / Never Married,Some of the time,Disapprove / Somewhat Disapprove,Liberal,[Republican / Candidate 2]
437007,42,115,Male,1957,61,Post-Grad,Hispanic,150k+,Married,Most of the time,Strongly Disapprove,Moderate,[Republican / Candidate 2]
437039,28,115,Male,1986,32,4-Year,Hispanic,20k - 30k,Married,Some of the time,Strongly Approve,Very Liberal,[Democrat / Candidate 1]
437040,37,115,Female,1938,80,High School Graduate,White,70k - 80k,Widowed,Only now and then,Disapprove / Somewhat Disapprove,Moderate,[Republican / Candidate 2]
437072,37,115,Female,1983,35,4-Year,Asian,80k - 100k,Married,Most of the time,Strongly Approve,Liberal,[Democrat / Candidate 1]
437076,31,115,Female,1948,70,High School Graduate,White,120k - 150k,Married,Hardly at all,Approve / Somewhat Approve,Conservative,[Democrat / Candidate 1]
437117,5,115,Female,1987,31,High School Graduate,White,80k - 100k,Single / Never Married,Don't Know,Never Heard / Not Sure,Not Sure,Not Sure
437139,35,115,Female,1957,61,High School Graduate,Mixed,10k - 20k,Single / Never Married,Only now and then,Never Heard / Not Sure,Not Sure,I Did Not Vote In This Race
437141,53,115,Male,1950,68,High School Graduate,White,Prefer not to say,Divorced,Some of the time,Strongly Disapprove,Moderate,[Republican / Candidate 2]
437164,35,115,Male,1973,45,Post-Grad,Hispanic,40k - 50k,Married,Most of the time,Strongly Approve,Liberal,[Democrat / Candidate 1]
437234,3,115,Female,1983,35,4-Year,White,60k - 70k,Married,Most of the time,Strongly Disapprove,Conservative,Other
437246,52,115,Male,1980,38,4-Year,White,50k - 60k,Married,Some of the time,Approve / Somewhat Approve,Conservative,[Democrat / Candidate 1]
437250,17,115,Female,1991,27,Post-Grad,Asian,100k - 120k,Single / Never Married,Only now and then,Disapprove / Somewhat Disapprove,Liberal,Other
437258,19,115,Male,1968,50,Post-Grad,Hispanic,60k - 70k,Single / Never Married,Some of the time,Approve / Somewhat Approve,Moderate,[Republican / Candidate 2]
437269,10,115,Male,1971,47,2-Year,Hispanic,150k+,Married,Some of the time,Never Heard / Not Sure,Very Liberal,[Democrat / Candidate 1]
437272,34,115,Male,1952,66,Post-Grad,White,80k - 100k,Single / Never Married,Most of the time,Strongly Approve,Liberal,[Democrat / Candidate 1]
437273,53,115,Female,1944,74,High School Graduate,White,80k - 100k,Married,Some of the time,Strongly Disapprove,Moderate,[Republican / Candidate 2]
437283,34,115,Male,1987,31,Post-Grad,Middle Eastern,150k+,Domestic Partnership,Most of the time,Approve / Somewhat Approve,Very Liberal,[Republican / Candidate 2]
437298,21,115,Male,1953,65,High School Graduate,White,30k - 40k,Widowed,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2]
437301,13,115,Female,1983,35,Post-Grad,Asian,80k - 100k,Single / Never Married,Only now and then,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1]
437358,24,115,Male,1973,45,High School Graduate,White,10k - 20k,Single / Never Married,Most of the time,Strongly Approve,Very Liberal,[Democrat / Candidate 1]
437437,17,115,Male,1974,44,4-Year,Asian,150k+,Separated,Some of the time,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1]
437483,35,115,Female,1954,64,High School Graduate,Mixed,70k - 80k,Married,Only now and then,Strongly Disapprove,Conservative,[Republican / Candidate 2]
437484,3,115,Male,1975,43,2-Year,White,40k - 50k,Married,Most of the time,Strongly Disapprove,Moderate,[Republican / Candidate 2]
437531,33,115,Female,1954,64,2-Year,White,120k - 150k,Married,Most of the time,Strongly Disapprove,Moderate,[Republican / Candidate 2]
437532,39,115,Female,1931,87,4-Year,Asian,Prefer not to say,Widowed,Only now and then,Disapprove / Somewhat Disapprove,Moderate,[Republican / Candidate 2]
437535,14,115,Female,1938,80,High School Graduate,White,Prefer not to say,Widowed,Most of the time,Strongly Disapprove,Very Conservative,[Republican / Candidate 2]
437553,50,115,Male,1948,70,High School Graduate,White,80k - 100k,Married,Some of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2]
437554,26,115,Female,1983,35,Post-Grad,Hispanic,80k - 100k,Married,Most of the time,Strongly Approve,Very Liberal,[Democrat / Candidate 1]
437615,35,115,Male,1962,56,2-Year,Hispanic,150k+,Married,Most of the time,Strongly Disapprove,Moderate,[Republican / Candidate 2]
437627,2,115,Male,1984,34,Post-Grad,Asian,60k - 70k,Single / Never Married,Some of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1]
437639,29,115,Male,1962,56,High School Graduate,White,10k - 20k,Widowed,Some of the time,Disapprove / Somewhat Disapprove,Conservative,[Republican / Candidate 2]
437651,12,115,Female,1986,32,Post-Grad,Asian,70k - 80k,Single / Never Married,Most of the time,Approve / Somewhat Approve,Liberal,[Republican / Candidate 2]
437658,15,115,Male,1987,31,4-Year,Asian,70k - 80k,Married,Some of the time,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1]
437662,33,115,Male,1980,38,4-Year,Asian,70k - 80k,Divorced,Only now and then,Approve / Somewhat Approve,Conservative,[Republican / Candidate 2]
437668,36,115,Female,1953,65,4-Year,Native American,150k+,Married,Most of the time,Strongly Approve,Moderate,[Democrat / Candidate 1]
437669,47,115,Male,1982,36,2-Year,Hispanic,150k+,Single / Never Married,Only now and then,Disapprove / Somewhat Disapprove,Very Conservative,[Republican / Candidate 2]
437672,31,115,Male,1991,27,Some College,Asian,30k - 40k,Single / Never Married,Some of the time,Never Heard / Not Sure,Moderate,[Democrat / Candidate 1]
437681,39,115,Male,1984,34,4-Year,Native American,150k+,Married,Most of the time,Strongly Disapprove,Conservative,[Republican / Candidate 2]
437736,45,115,Female,1940,78,High School Graduate,White,30k - 40k,Widowed,Most of the time,Strongly Disapprove,Very Conservative,[Republican / Candidate 2]
437754,33,115,Male,1943,75,4-Year,Black,120k - 150k,Widowed,Most of the time,Strongly Approve,Very Liberal,[Democrat / Candidate 1]
437760,27,115,Male,1986,32,Some College,Hispanic,50k - 60k,Divorced,Only now and then,Approve / Somewhat Approve,Conservative,[Democrat / Candidate 1]
437762,26,115,Female,1978,40,4-Year,White,150k+,Domestic Partnership,Only now and then,Strongly Disapprove,Moderate,[Democrat / Candidate 1]
437764,4,115,Female,1952,66,High School Graduate,White,50k - 60k,Married,Most of the time,Strongly Approve,Very Liberal,[Democrat / Candidate 1]
437768,11,115,Male,1968,50,Some College,Hispanic,40k - 50k,Married,Only now and then,Strongly Approve,Moderate,[Democrat / Candidate 1]
437770,26,115,Male,1951,67,4-Year,Hispanic,120k - 150k,Married,Some of the time,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1]
437788,27,115,Female,1978,40,4-Year,Asian,60k - 70k,Single / Never Married,Most of the time,Disapprove / Somewhat Disapprove,Conservative,[Republican / Candidate 2]
437821,7,115,Male,1951,67,High School Graduate,White,30k - 40k,Married,Some of the time,Strongly Disapprove,Moderate,[Democrat / Candidate 1]
437848,21,115,Male,1998,20,High School Graduate,Hispanic,20k - 30k,Single / Never Married,Most of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1]
437854,25,115,Male,1975,43,4-Year,White,120k - 150k,Single / Never Married,Most of the time,Approve / Somewhat Approve,Moderate,[Republican / Candidate 2]
437863,22,115,Female,1998,20,Some College,Hispanic,70k - 80k,Single / Never Married,Some of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1]
437866,29,115,Male,1972,46,Some College,Hispanic,100k - 120k,Married,Some of the time,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1]
437870,46,115,Male,1957,61,High School Graduate,White,30k - 40k,Single / Never Married,Most of the time,Strongly Disapprove,Very Conservative,[Republican / Candidate 2]
437873,4,115,Male,1960,58,High School Graduate,White,150k+,Married,Some of the time,Strongly Disapprove,Not Sure,[Republican / Candidate 2]
437875,50,115,Female,1976,42,High School Graduate,White,50k - 60k,Single / Never Married,Only now and then,Strongly Disapprove,Moderate,[Republican / Candidate 2]
437883,38,115,Female,1994,24,4-Year,Hispanic,120k - 150k,Single / Never Married,Some of the time,Never Heard / Not Sure,Very Liberal,[Democrat / Candidate 1]
437903,53,115,Female,1964,54,Some College,White,80k - 100k,Married,Some of the time,Strongly Disapprove,Moderate,[Republican / Candidate 2]
437915,12,115,Female,1982,36,Post-Grad,Asian,80k - 100k,Single / Never Married,Most of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1]
437936,22,115,Female,1958,60,4-Year,White,150k+,Domestic Partnership,Only now and then,Strongly Disapprove,Very Conservative,[Republican / Candidate 2]
437939,38,115,Male,1984,34,Post-Grad,Asian,150k+,Single / Never Married,Most of the time,Strongly Disapprove,Very Conservative,[Republican / Candidate 2]
437941,15,115,Male,1973,45,Post-Grad,Hispanic,70k - 80k,Single / Never Married,Most of the time,Disapprove / Somewhat Disapprove,Moderate,[Republican / Candidate 2]
437953,39,115,Male,1975,43,4-Year,White,80k - 100k,Married,Some of the time,Approve / Somewhat Approve,Liberal,[Democrat / Candidate 1]
437955,7,115,Female,1948,70,High School Graduate,White,Less than 10k,Divorced,Don't Know,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1]
437980,39,115,Male,1987,31,Post-Grad,Asian,120k - 150k,Married,Most of the time,Strongly Approve,Conservative,[Democrat / Candidate 1]
437981,27,115,Male,1994,24,Post-Grad,Asian,40k - 50k,Single / Never Married,Most of the time,Strongly Disapprove,Very Conservative,[Republican / Candidate 2]
437984,15,115,Male,1980,38,4-Year,Asian,150k+,Married,Some of the time,Disapprove / Somewhat Disapprove,Liberal,I Did Not Vote In This Race
438024,12,115,Male,1994,24,2-Year,White,30k - 40k,Single / Never Married,Some of the time,Approve / Somewhat Approve,Moderate,[Democrat / Candidate 1]
438027,31,115,Male,1986,32,Post-Grad,Hispanic,80k - 100k,Single / Never Married,Most of the time,Strongly Approve,Very Liberal,[Democrat / Candidate 1]
438041,36,115,Male,1983,35,2-Year,Hispanic,40k - 50k,Domestic Partnership,Only now and then,Strongly Disapprove,Moderate,[Democrat / Candidate 1]
438046,39,115,Female,1986,32,Post-Grad,Asian,80k - 100k,Married,Only now and then,Never Heard / Not Sure,Moderate,[Democrat / Candidate 1]
